utrials.thisRepN,utrials.thisTrialN,utrials.thisN,utrials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,uIntrotext.started,uenter_resp.started,uenter_resp.keys,uenter_resp.rt,ukey_resp.started,Q.started,W.started,O.started,P.started,ukey_resp.keys,ukey_resp.rt,smly.started,text_3.started,smly.stopped,text_3.stopped,text.started,enterresp.started,enterresp.keys,enterresp.rt,Optionq.started,optionw.started,optiono.started,Optionp.started,key_resp.started,Ql.started,Wl.started,Ol.started,Pl.started,key_resp.keys,key_resp.rt,sadl.started,sadl.stopped,smlyl.started,text_2.started,smlyl.stopped,text_2.stopped,Optionq.stopped,optionw.stopped,optiono.stopped,Optionp.stopped,key_resp.stopped,Ql.stopped,Wl.stopped,Ol.stopped,Pl.stopped,text_4.started,Roll Number,Name,date,expName,psychopyVersion,frameRate,
,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,57.9957893001847,57.9957893001847,57.9957893001847,57.9957893001847,57.9957893001847,57.9957893001847,57.9957893001847,57.9957893001847,57.9957893001847,w,0.09769889991730452,58.10472630010918,58.10472630010918,58.10472630010918,58.10472630010918,58.510138200130314,58.510138200130314,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,58.510138200130314,58.510138200130314,58.510138200130314,58.510138200130314,58.510138200130314,58.510138200130314,58.510138200130314,58.510138200130314,58.510138200130314,p,0.12367559969425201,58.64021630003117,58.64021630003117,58.64021630003117,58.64021630003117,59.0442844000645,59.0442844000645,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,59.0442844000645,59.0442844000645,59.0442844000645,59.0442844000645,59.0442844000645,59.0442844000645,59.0442844000645,59.0442844000645,59.0442844000645,q,0.12317989999428391,59.17539870017208,59.17539870017208,59.17539870017208,59.17539870017208,59.57887510000728,59.57887510000728,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,59.57887510000728,59.57887510000728,59.57887510000728,59.57887510000728,59.57887510000728,59.57887510000728,59.57887510000728,59.57887510000728,59.57887510000728,p,0.07707289978861809,59.667339000152424,59.667339000152424,59.667339000152424,59.667339000152424,60.071823900099844,60.071823900099844,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,60.071823900099844,60.071823900099844,60.071823900099844,60.071823900099844,60.071823900099844,60.071823900099844,60.071823900099844,60.071823900099844,60.071823900099844,w,0.12526330002583563,60.203185700112954,60.203185700112954,60.203185700112954,60.203185700112954,60.60672700009309,60.60672700009309,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,60.60672700009309,60.60672700009309,60.60672700009309,60.60672700009309,60.60672700009309,60.60672700009309,60.60672700009309,60.60672700009309,60.60672700009309,p,0.16184669989161193,60.77888180012815,60.77888180012815,60.77888180012815,60.77888180012815,61.183009000029415,61.183009000029415,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,61.183009000029415,61.183009000029415,61.183009000029415,61.183009000029415,61.183009000029415,61.183009000029415,61.183009000029415,61.183009000029415,61.183009000029415,q,0.034680299926549196,61.22339180018753,61.22339180018753,61.22339180018753,61.22339180018753,61.62794810021296,61.62794810021296,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,61.62794810021296,61.62794810021296,61.62794810021296,61.62794810021296,61.62794810021296,61.62794810021296,61.62794810021296,61.62794810021296,61.62794810021296,p,0.11599970003589988,61.75132650020532,61.75132650020532,61.75132650020532,61.75132650020532,62.155246700160205,62.155246700160205,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,62.155246700160205,62.155246700160205,62.155246700160205,62.155246700160205,62.155246700160205,62.155246700160205,62.155246700160205,62.155246700160205,62.155246700160205,w,0.03355019981972873,62.19637060002424,62.19637060002424,62.19637060002424,62.19637060002424,62.59973380016163,62.59973380016163,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,62.59973380016163,62.59973380016163,62.59973380016163,62.59973380016163,62.59973380016163,62.59973380016163,62.59973380016163,62.59973380016163,62.59973380016163,o,0.03473190008662641,62.64060710021295,62.64060710021295,62.64060710021295,62.64060710021295,63.044273000210524,63.044273000210524,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,63.044273000210524,63.044273000210524,63.044273000210524,63.044273000210524,63.044273000210524,63.044273000210524,63.044273000210524,63.044273000210524,63.044273000210524,q,0.38243149989284575,63.438903300091624,63.438903300091624,63.438903300091624,63.438903300091624,63.842513400129974,63.842513400129974,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,63.842513400129974,63.842513400129974,63.842513400129974,63.842513400129974,63.842513400129974,63.842513400129974,63.842513400129974,63.842513400129974,63.842513400129974,p,0.11279789987020195,63.965704100206494,63.965704100206494,63.965704100206494,63.965704100206494,64.37031200015917,64.37031200015917,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,64.37031200015917,64.37031200015917,64.37031200015917,64.37031200015917,64.37031200015917,64.37031200015917,64.37031200015917,64.37031200015917,64.37031200015917,w,0.17903389967978,64.55741590005346,64.55741590005346,64.55741590005346,64.55741590005346,64.96161660016514,64.96161660016514,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,64.96161660016514,64.96161660016514,64.96161660016514,64.96161660016514,64.96161660016514,64.96161660016514,64.96161660016514,64.96161660016514,64.96161660016514,o,0.21260669990442693,65.1844297000207,65.1844297000207,65.1844297000207,65.1844297000207,65.58634540019557,65.58634540019557,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,65.58634540019557,65.58634540019557,65.58634540019557,65.58634540019557,65.58634540019557,65.58634540019557,65.58634540019557,65.58634540019557,65.58634540019557,q,0.11639159987680614,65.71019150014035,65.71019150014035,65.71019150014035,65.71019150014035,66.1136515000835,66.1136515000835,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,66.1136515000835,66.1136515000835,66.1136515000835,66.1136515000835,66.1136515000835,66.1136515000835,66.1136515000835,66.1136515000835,66.1136515000835,p,0.1319396998733282,66.25210750009865,66.25210750009865,66.25210750009865,66.25210750009865,66.6558825999964,66.6558825999964,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,66.6558825999964,66.6558825999964,66.6558825999964,66.6558825999964,66.6558825999964,66.6558825999964,66.6558825999964,66.6558825999964,66.6558825999964,w,0.12097309972159564,66.78581820009276,66.78581820009276,66.78581820009276,66.78581820009276,67.18988439999521,67.18988439999521,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,67.18988439999521,67.18988439999521,67.18988439999521,67.18988439999521,67.18988439999521,67.18988439999521,67.18988439999521,67.18988439999521,67.18988439999521,o,0.12655769987031817,67.32763330009766,67.32763330009766,67.32763330009766,67.32763330009766,67.73240140010603,67.73240140010603,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,67.73240140010603,67.73240140010603,67.73240140010603,67.73240140010603,67.73240140010603,67.73240140010603,67.73240140010603,67.73240140010603,67.73240140010603,q,0.0945716998539865,67.83455860009417,67.83455860009417,67.83455860009417,67.83455860009417,68.23859520000406,68.23859520000406,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,68.23859520000406,68.23859520000406,68.23859520000406,68.23859520000406,68.23859520000406,68.23859520000406,68.23859520000406,68.23859520000406,68.23859520000406,p,0.08486009994521737,68.33411240018904,68.33411240018904,68.33411240018904,68.33411240018904,68.73864860017784,68.73864860017784,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,68.73864860017784,68.73864860017784,68.73864860017784,68.73864860017784,68.73864860017784,68.73864860017784,68.73864860017784,68.73864860017784,68.73864860017784,w,0.10375679982826114,68.84870440000668,68.84870440000668,68.84870440000668,68.84870440000668,69.2524274000898,69.2524274000898,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,69.2524274000898,69.2524274000898,69.2524274000898,69.2524274000898,69.2524274000898,69.2524274000898,69.2524274000898,69.2524274000898,69.2524274000898,o,0.11428910004906356,69.37664780020714,69.37664780020714,69.37664780020714,69.37664780020714,69.78016990004107,69.78016990004107,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,69.78016990004107,69.78016990004107,69.78016990004107,69.78016990004107,69.78016990004107,69.78016990004107,69.78016990004107,69.78016990004107,69.78016990004107,q,0.029493900015950203,69.82061610021628,69.82061610021628,69.82061610021628,69.82061610021628,70.22474840003997,70.22474840003997,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,70.22474840003997,70.22474840003997,70.22474840003997,70.22474840003997,70.22474840003997,70.22474840003997,70.22474840003997,70.22474840003997,70.22474840003997,p,0.05413899989798665,70.28643200010993,70.28643200010993,70.28643200010993,70.28643200010993,70.68978870008141,70.68978870008141,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,70.68978870008141,70.68978870008141,70.68978870008141,70.68978870008141,70.68978870008141,70.68978870008141,70.68978870008141,70.68978870008141,70.68978870008141,w,0.012802799930796027,70.70987380016595,70.70987380016595,70.70987380016595,70.70987380016595,71.11358980019577,71.11358980019577,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,71.11358980019577,71.11358980019577,71.11358980019577,71.11358980019577,71.11358980019577,71.11358980019577,71.11358980019577,71.11358980019577,71.11358980019577,o,0.47790139983408153,71.59909730008803,71.59909730008803,71.59909730008803,71.59909730008803,72.00260110013187,72.00260110013187,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,72.00260110013187,72.00260110013187,72.00260110013187,72.00260110013187,72.00260110013187,72.00260110013187,72.00260110013187,72.00260110013187,72.00260110013187,q,0.0828930998686701,72.09139470010996,72.09139470010996,72.09139470010996,72.09139470010996,72.49653150001541,72.49653150001541,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.49653150001541,,,,,,,
