utrials.thisRepN,utrials.thisTrialN,utrials.thisN,utrials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,uIntrotext.started,uenter_resp.started,uenter_resp.keys,uenter_resp.rt,ukey_resp.started,Q.started,W.started,O.started,P.started,ukey_resp.keys,ukey_resp.rt,smly.started,text_3.started,smly.stopped,text_3.stopped,text.started,enterresp.started,enterresp.keys,enterresp.rt,Optionq.started,optionw.started,optiono.started,Optionp.started,key_resp.started,Ql.started,Wl.started,Ol.started,Pl.started,key_resp.keys,key_resp.rt,sadl.started,sadl.stopped,smlyl.started,text_2.started,smlyl.stopped,text_2.stopped,Optionq.stopped,optionw.stopped,optiono.stopped,Optionp.stopped,key_resp.stopped,Ql.stopped,Wl.stopped,Ol.stopped,Pl.stopped,text_4.started,Roll Number,Name,date,expName,psychopyVersion,frameRate,
26,0,26,0,,,,,,,,,,,,,,,,,40.26659570005722,40.26659570005722,40.26659570005722,40.26659570005722,40.26659570005722,q,0.15928280004300177,40.43296910007484,40.43296910007484,40.83647400001064,40.83647400001064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
27,0,27,0,,,,,,,,,,,,,,,,,40.83647400001064,40.83647400001064,40.83647400001064,40.83647400001064,40.83647400001064,p,0.09780869982205331,40.94522490003146,40.94522490003146,41.34963510022499,41.34963510022499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
28,0,28,0,,,,,,,,,,,,,,,,,41.34963510022499,41.34963510022499,41.34963510022499,41.34963510022499,41.34963510022499,q,0.09184119990095496,41.453714300179854,41.453714300179854,41.856729600112885,41.856729600112885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
29,0,29,0,,,,,,,,,,,,,,,,,41.856729600112885,41.856729600112885,41.856729600112885,41.856729600112885,41.856729600112885,p,0.08025329979136586,41.94596630008891,41.94596630008891,42.349465700099245,42.349465700099245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
30,0,30,0,,,,,,,,,,,,,,,,,42.349465700099245,42.349465700099245,42.349465700099245,42.349465700099245,42.349465700099245,q,0.0716130998916924,42.43105860007927,42.43105860007927,42.83590689999983,42.83590689999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
31,0,31,0,,,,,,,,,,,,,,,,,42.83590689999983,42.83590689999983,42.83590689999983,42.83590689999983,42.83590689999983,o,0.12488649995066226,42.96645430009812,42.96645430009812,43.37076070019975,43.37076070019975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
32,0,32,0,,,,,,,,,,,,,,,,,43.37076070019975,43.37076070019975,43.37076070019975,43.37076070019975,43.37076070019975,p,0.04009489994496107,43.41808900004253,43.41808900004253,43.82188910013065,43.82188910013065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
33,0,33,0,,,,,,,,,,,,,,,,,43.82188910013065,43.82188910013065,43.82188910013065,43.82188910013065,43.82188910013065,p,0.10360060003586113,43.930845900205895,43.930845900205895,44.33634600020014,44.33634600020014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
34,0,34,0,,,,,,,,,,,,,,,,,44.33634600020014,44.33634600020014,44.33634600020014,44.33634600020014,44.33634600020014,q,0.0432052998803556,44.38981580012478,44.38981580012478,44.79414080013521,44.79414080013521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
35,0,35,0,,,,,,,,,,,,,,,,,44.79414080013521,44.79414080013521,44.79414080013521,44.79414080013521,44.79414080013521,o,0.08017809991724789,44.88401130004786,44.88401130004786,45.287242700112984,45.287242700112984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
36,0,36,0,,,,,,,,,,,,,,,,,45.287242700112984,45.287242700112984,45.287242700112984,45.287242700112984,45.287242700112984,p,0.38120069983415306,45.67504370003007,45.67504370003007,46.07895670016296,46.07895670016296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
37,0,37,0,,,,,,,,,,,,,,,,,46.07895670016296,46.07895670016296,46.07895670016296,46.07895670016296,46.07895670016296,q,0.07801000005565584,46.1677667000331,46.1677667000331,46.57184510002844,46.57184510002844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
38,0,38,0,,,,,,,,,,,,,,,,,46.57184510002844,46.57184510002844,46.57184510002844,46.57184510002844,46.57184510002844,q,0.07443739986047149,46.65455300011672,46.65455300011672,47.0581369001884,47.0581369001884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
39,0,39,0,,,,,,,,,,,,,,,,,47.0581369001884,47.0581369001884,47.0581369001884,47.0581369001884,47.0581369001884,w,0.04358869977295399,47.112430200213566,47.112430200213566,47.51452960004099,47.51452960004099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.51452960004099,47.51452960004099,space,0.9798644999973476,,,,,,,,,,,,,,,,,,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,48.509639700176194,48.509639700176194,48.509639700176194,48.509639700176194,48.509639700176194,48.509639700176194,48.509639700176194,48.509639700176194,48.509639700176194,q,0.36977699981071055,48.89008620008826,48.89008620008826,48.89008620008826,48.89008620008826,49.293949900195,49.293949900195,,,,,,,,,,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,49.293949900195,49.293949900195,49.293949900195,49.293949900195,49.293949900195,49.293949900195,49.293949900195,49.293949900195,49.293949900195,None,,50.29388860007748,50.697574800113216,50.29388860007748,50.29388860007748,50.29388860007748,50.697574800113216,50.29388860007748,50.29388860007748,50.29388860007748,50.29388860007748,50.29388860007748,50.29388860007748,50.29388860007748,50.29388860007748,50.29388860007748,,121dsfdsf,dsfsd,2023-04-12_21h16.23.720,bandit task,2022.2.5,143.85032662461768,
