utrials.thisRepN,utrials.thisTrialN,utrials.thisN,utrials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,uIntrotext.started,uenter_resp.started,uenter_resp.keys,uenter_resp.rt,ukey_resp.started,Q.started,W.started,O.started,P.started,ukey_resp.keys,ukey_resp.rt,sad1.started,text_3.started,sad1.stopped,text_3.stopped,text.started,enterresp.started,enterresp.keys,enterresp.rt,Optionq.started,optionw.started,optiono.started,Optionp.started,key_resp.started,Ql.started,Wl.started,Ol.started,Pl.started,Optionq.stopped,optionw.stopped,optiono.stopped,Optionp.stopped,key_resp.stopped,Ql.stopped,Wl.stopped,Ol.stopped,Pl.stopped,key_resp.keys,clk.started,sad.started,sad.stopped,text_2.started,clk.stopped,text_2.stopped,key_resp.rt,text_4.started,Roll Number,Name,date,expName,psychopyVersion,frameRate,
,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,66.52015120000578,66.52015120000578,66.52015120000578,66.52015120000578,66.52015120000578,66.52015120000578,66.52015120000578,66.52015120000578,66.52015120000578,,,,,,,,,,q,66.68878920003772,66.68878920003772,67.09643290005624,66.68878920003772,66.68878920003772,67.09643290005624,0.1598827000707388,,111,sdfsd,2023-04-12_21h58.02.977,bandit task,2022.2.5,143.24882606609773,
,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,67.09643290005624,67.09643290005624,67.09643290005624,67.09643290005624,67.09643290005624,67.09643290005624,67.09643290005624,67.09643290005624,67.09643290005624,,,,,,,,,,p,67.26179610006511,67.26179610006511,67.66570260003209,67.26179610006511,67.26179610006511,67.66570260003209,0.1593824999872595,,111,sdfsd,2023-04-12_21h58.02.977,bandit task,2022.2.5,143.24882606609773,
,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,67.66570260003209,67.66570260003209,67.66570260003209,67.66570260003209,67.66570260003209,67.66570260003209,67.66570260003209,67.66570260003209,67.66570260003209,,,,,,,,,,w,67.8174487000797,67.8174487000797,68.22069970006123,67.8174487000797,67.8174487000797,68.22069970006123,0.14320890000090003,,111,sdfsd,2023-04-12_21h58.02.977,bandit task,2022.2.5,143.24882606609773,
,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,68.22069970006123,68.22069970006123,68.22069970006123,68.22069970006123,68.22069970006123,68.22069970006123,68.22069970006123,68.22069970006123,68.22069970006123,,,,,,,,,,p,68.41353849996813,68.41353849996813,68.81804169993848,68.41353849996813,68.41353849996813,68.81804169993848,0.18384760012850165,,111,sdfsd,2023-04-12_21h58.02.977,bandit task,2022.2.5,143.24882606609773,
,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,68.81804169993848,68.81804169993848,68.81804169993848,68.81804169993848,68.81804169993848,68.81804169993848,68.81804169993848,68.81804169993848,68.81804169993848,,,,,,,,,,q,68.96850179997273,68.96850179997273,69.3735619999934,68.96850179997273,68.96850179997273,69.3735619999934,0.14391770027577877,,111,sdfsd,2023-04-12_21h58.02.977,bandit task,2022.2.5,143.24882606609773,
,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,69.3735619999934,69.3735619999934,69.3735619999934,69.3735619999934,69.3735619999934,69.3735619999934,69.3735619999934,69.3735619999934,69.3735619999934,,,,,,,,,,p,69.48420109995641,69.48420109995641,69.88769680005498,69.48420109995641,69.48420109995641,69.88769680005498,0.09991320013068616,,111,sdfsd,2023-04-12_21h58.02.977,bandit task,2022.2.5,143.24882606609773,
,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,69.88769680005498,69.88769680005498,69.88769680005498,69.88769680005498,69.88769680005498,69.88769680005498,69.88769680005498,69.88769680005498,69.88769680005498,,,,,,,,,,w,70.01497639995068,70.01497639995068,70.42225850000978,70.01497639995068,70.01497639995068,70.42225850000978,0.11381000024266541,,111,sdfsd,2023-04-12_21h58.02.977,bandit task,2022.2.5,143.24882606609773,
,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,70.42225850000978,70.42225850000978,70.42225850000978,70.42225850000978,70.42225850000978,70.42225850000978,70.42225850000978,70.42225850000978,70.42225850000978,,,,,,,,,,p,70.5735096000135,70.5735096000135,70.97769299987704,70.5735096000135,70.5735096000135,70.97769299987704,0.1401213000062853,,111,sdfsd,2023-04-12_21h58.02.977,bandit task,2022.2.5,143.24882606609773,
,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,70.97769299987704,70.97769299987704,70.97769299987704,70.97769299987704,70.97769299987704,70.97769299987704,70.97769299987704,70.97769299987704,70.97769299987704,,,,,,,,,,q,71.03940910007805,71.03940910007805,71.44350029993802,71.03940910007805,71.03940910007805,71.44350029993802,0.050400299951434135,,111,sdfsd,2023-04-12_21h58.02.977,bandit task,2022.2.5,143.24882606609773,
,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,71.44350029993802,71.44350029993802,71.44350029993802,71.44350029993802,71.44350029993802,71.44350029993802,71.44350029993802,71.44350029993802,71.44350029993802,,,,,,,,,,p,71.56637830007821,71.56637830007821,71.97113389987499,71.56637830007821,71.56637830007821,71.97113389987499,0.11192709999158978,,111,sdfsd,2023-04-12_21h58.02.977,bandit task,2022.2.5,143.24882606609773,
,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,71.97113389987499,71.97113389987499,71.97113389987499,71.97113389987499,71.97113389987499,71.97113389987499,71.97113389987499,71.97113389987499,71.97113389987499,,,,,,,,,,w,71.99728580005467,71.99728580005467,72.40172199998051,71.99728580005467,71.99728580005467,72.40172199998051,0.015286000212654471,,111,sdfsd,2023-04-12_21h58.02.977,bandit task,2022.2.5,143.24882606609773,
,,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,72.40172199998051,72.40172199998051,72.40172199998051,72.40172199998051,72.40172199998051,72.40172199998051,72.40172199998051,72.40172199998051,72.40172199998051,,,,,,,,,,p,72.50513829989359,72.50513829989359,72.9083867999725,72.50513829989359,72.50513829989359,72.9083867999725,0.09455180028453469,,111,sdfsd,2023-04-12_21h58.02.977,bandit task,2022.2.5,143.24882606609773,
,,,,,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,72.9083867999725,72.9083867999725,72.9083867999725,72.9083867999725,72.9083867999725,72.9083867999725,72.9083867999725,72.9083867999725,72.9083867999725,,,,,,,,,,q,72.99104669992812,72.99104669992812,73.39490090007894,72.99104669992812,72.99104669992812,73.39490090007894,0.07619170006364584,,111,sdfsd,2023-04-12_21h58.02.977,bandit task,2022.2.5,143.24882606609773,
,,,,,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,73.39490090007894,73.39490090007894,73.39490090007894,73.39490090007894,73.39490090007894,73.39490090007894,73.39490090007894,73.39490090007894,73.39490090007894,,,,,,,,,,p,73.53263979987241,73.53263979987241,73.93613220006227,73.53263979987241,73.53263979987241,73.93613220006227,0.12962200003676116,,111,sdfsd,2023-04-12_21h58.02.977,bandit task,2022.2.5,143.24882606609773,
,,,,,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,73.93613220006227,73.93613220006227,73.93613220006227,73.93613220006227,73.93613220006227,73.93613220006227,73.93613220006227,73.93613220006227,73.93613220006227,,,,,,,,,,w,73.97702799993567,73.97702799993567,74.38131739990786,73.97702799993567,73.97702799993567,74.38131739990786,0.03322540014050901,,111,sdfsd,2023-04-12_21h58.02.977,bandit task,2022.2.5,143.24882606609773,
,,,,,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,74.38131739990786,74.38131739990786,74.38131739990786,74.38131739990786,74.38131739990786,74.38131739990786,74.38131739990786,74.38131739990786,74.38131739990786,,,,,,,,,,p,74.39223009999841,74.39223009999841,74.79730019997805,74.39223009999841,74.39223009999841,74.79730019997805,0.0008159002754837275,,111,sdfsd,2023-04-12_21h58.02.977,bandit task,2022.2.5,143.24882606609773,
,,,,,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,74.79730019997805,74.79730019997805,74.79730019997805,74.79730019997805,74.79730019997805,74.79730019997805,74.79730019997805,74.79730019997805,74.79730019997805,,,,,,,,,,q,74.81691990001127,74.81691990001127,75.22082070005126,74.81691990001127,74.81691990001127,75.22082070005126,0.008414100157096982,,111,sdfsd,2023-04-12_21h58.02.977,bandit task,2022.2.5,143.24882606609773,
,,,,,,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,75.22082070005126,75.22082070005126,75.22082070005126,75.22082070005126,75.22082070005126,75.22082070005126,75.22082070005126,75.22082070005126,75.22082070005126,,,,,,,,,,p,75.25347559992224,75.25347559992224,75.65824769996107,75.25347559992224,75.25347559992224,75.65824769996107,0.021695000119507313,,111,sdfsd,2023-04-12_21h58.02.977,bandit task,2022.2.5,143.24882606609773,
,,,,,,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,75.65824769996107,75.65824769996107,75.65824769996107,75.65824769996107,75.65824769996107,75.65824769996107,75.65824769996107,75.65824769996107,75.65824769996107,,,,,,,,,,p,76.05377539992332,76.05377539992332,76.4569204999134,76.05377539992332,76.05377539992332,76.4569204999134,0.3889483001548797,,111,sdfsd,2023-04-12_21h58.02.977,bandit task,2022.2.5,143.24882606609773,
,,,,,,,,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,76.4569204999134,76.4569204999134,76.4569204999134,76.4569204999134,76.4569204999134,76.4569204999134,76.4569204999134,76.4569204999134,76.4569204999134,,,,,,,,,,q,76.59444050001912,76.59444050001912,76.99856949993409,76.59444050001912,76.59444050001912,76.99856949993409,0.12640900001861155,,111,sdfsd,2023-04-12_21h58.02.977,bandit task,2022.2.5,143.24882606609773,
,,,,,,,,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,76.99856949993409,76.99856949993409,76.99856949993409,76.99856949993409,76.99856949993409,76.99856949993409,76.99856949993409,76.99856949993409,76.99856949993409,,,,,,,,,,p,77.06027209991589,77.06027209991589,77.4642038999591,77.06027209991589,77.06027209991589,77.4642038999591,0.0499422000721097,,111,sdfsd,2023-04-12_21h58.02.977,bandit task,2022.2.5,143.24882606609773,
,,,,,,,,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,77.4642038999591,77.4642038999591,77.4642038999591,77.4642038999591,77.4642038999591,77.4642038999591,77.4642038999591,77.4642038999591,77.4642038999591,,,,,,,,,,w,77.47674890002236,77.47674890002236,77.88104150001891,77.47674890002236,77.47674890002236,77.88104150001891,0.0014591000508517027,,111,sdfsd,2023-04-12_21h58.02.977,bandit task,2022.2.5,143.24882606609773,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.88104150001891,,,,,,,
