utrials.thisRepN,utrials.thisTrialN,utrials.thisN,utrials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,uIntrotext.started,uenter_resp.started,uenter_resp.keys,uenter_resp.rt,ukey_resp.started,Q.started,W.started,O.started,P.started,ukey_resp.keys,ukey_resp.rt,sad1.started,text_3.started,sad1.stopped,text_3.stopped,text_8.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,text.started,enterresp.started,enterresp.keys,enterresp.rt,Optionq.started,optionw.started,optiono.started,Optionp.started,key_resp.started,Ql.started,Wl.started,Ol.started,Pl.started,key_resp.keys,key_resp.rt,clk.started,clk.stopped,sad.started,text_2.started,sad.stopped,text_2.stopped,text_9.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Optionq.stopped,optionw.stopped,optiono.stopped,Optionp.stopped,key_resp.stopped,Ql.stopped,Wl.stopped,Ol.stopped,Pl.stopped,text_4.started,Roll Number,Name,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,20.057768900180236,20.057768900180236,space,1.4572860999032855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
0,0,0,0,,,,,,,,,,,,,,,,,21.55157280014828,21.55157280014828,21.55157280014828,21.55157280014828,21.55157280014828,q,1.0611916000489146,22.63868760014884,22.63868760014884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
1,0,1,0,,,,,,,,,,,,,,,,,23.03170430008322,23.03170430008322,23.03170430008322,23.03170430008322,23.03170430008322,w,0.35371650010347366,23.398719600168988,23.398719600168988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
2,0,2,0,,,,,,,,,,,,,,,,,23.80221990006976,23.80221990006976,23.80221990006976,23.80221990006976,23.80221990006976,o,0.21107279998250306,24.03150900010951,24.03150900010951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
3,0,3,0,,,,,,,,,,,,,,,,,24.434843300143257,24.434843300143257,24.434843300143257,24.434843300143257,24.434843300143257,p,0.09339709999039769,24.547664300072938,24.547664300072938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
4,0,4,0,,,,,,,,,,,,,,,,,24.94790320005268,24.94790320005268,24.94790320005268,24.94790320005268,24.94790320005268,o,0.12478159996680915,25.083074600202963,25.083074600202963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
5,0,5,0,,,,,,,,,,,,,,,,,25.48983610002324,25.48983610002324,25.48983610002324,25.48983610002324,25.48983610002324,p,0.09245200012810528,25.594420600216836,25.594420600216836,25.996441000141203,25.996441000141203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
6,0,6,0,,,,,,,,,,,,,,,,,25.996441000141203,25.996441000141203,25.996441000141203,25.996441000141203,25.996441000141203,w,0.012379199964925647,26.021310300100595,26.021310300100595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
7,0,7,0,,,,,,,,,,,,,,,,,26.42762350011617,26.42762350011617,26.42762350011617,26.42762350011617,26.42762350011617,o,0.01869919989258051,26.456192000070587,26.456192000070587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
8,0,8,0,,,,,,,,,,,,,,,,,26.864548100158572,26.864548100158572,26.864548100158572,26.864548100158572,26.864548100158572,p,0.35224110004492104,27.22869690018706,27.22869690018706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
9,0,9,0,,,,,,,,,,,,,,,,,27.635828900150955,27.635828900150955,27.635828900150955,27.635828900150955,27.635828900150955,w,0.31414159992709756,27.95985470013693,27.95985470013693,28.36451780004427,28.36451780004427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
10,0,10,0,,,,,,,,,,,,,,,,,28.36451780004427,28.36451780004427,28.36451780004427,28.36451780004427,28.36451780004427,o,0.22234670002944767,28.600254700053483,28.600254700053483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
11,0,11,0,,,,,,,,,,,,,,,,,29.003781500039622,29.003781500039622,29.003781500039622,29.003781500039622,29.003781500039622,q,0.17540579987689853,29.194833500077948,29.194833500077948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
12,0,12,0,,,,,,,,,,,,,,,,,29.60102770011872,29.60102770011872,29.60102770011872,29.60102770011872,29.60102770011872,p,0.19576670019887388,29.810236700112,29.810236700112,30.212559000123292,30.212559000123292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
13,0,13,0,,,,,,,,,,,,,,,,,30.212559000123292,30.212559000123292,30.212559000123292,30.212559000123292,30.212559000123292,w,0.1518578000832349,30.373979600146413,30.373979600146413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
14,0,14,0,,,,,,,,,,,,,,,,,30.781359900021926,30.781359900021926,30.781359900021926,30.781359900021926,30.781359900021926,o,0.23395229992456734,31.02472690003924,31.02472690003924,31.42774850013666,31.42774850013666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
15,0,15,0,,,,,,,,,,,,,,,,,31.42774850013666,31.42774850013666,31.42774850013666,31.42774850013666,31.42774850013666,q,0.16747440001927316,31.608267900068313,31.608267900068313,32.010901800123975,32.010901800123975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
16,0,16,0,,,,,,,,,,,,,,,,,32.010901800123975,32.010901800123975,32.010901800123975,32.010901800123975,32.010901800123975,p,0.1828157000709325,32.20730940019712,32.20730940019712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
17,0,17,0,,,,,,,,,,,,,,,,,32.61497320001945,32.61497320001945,32.61497320001945,32.61497320001945,32.61497320001945,w,0.09860939998179674,32.72640350018628,32.72640350018628,33.12857530009933,33.12857530009933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
18,0,18,0,,,,,,,,,,,,,,,,,33.12857530009933,33.12857530009933,33.12857530009933,33.12857530009933,33.12857530009933,o,0.12008729996159673,33.26235380000435,33.26235380000435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
19,0,19,0,,,,,,,,,,,,,,,,,33.67069669999182,33.67069669999182,33.67069669999182,33.67069669999182,33.67069669999182,q,0.12041969993151724,33.80313860019669,33.80313860019669,34.204757100204006,34.204757100204006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
20,0,20,0,,,,,,,,,,,,,,,,,34.204757100204006,34.204757100204006,34.204757100204006,34.204757100204006,34.204757100204006,p,0.08603949984535575,34.30566740012728,34.30566740012728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
21,0,21,0,,,,,,,,,,,,,,,,,34.71282980008982,34.71282980008982,34.71282980008982,34.71282980008982,34.71282980008982,w,0.06906510004773736,34.79513350012712,34.79513350012712,35.19820720003918,35.19820720003918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
22,0,22,0,,,,,,,,,,,,,,,,,35.19820720003918,35.19820720003918,35.19820720003918,35.19820720003918,35.19820720003918,p,0.4996036000084132,35.71052550012246,35.71052550012246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
23,0,23,0,,,,,,,,,,,,,,,,,36.114736000075936,36.114736000075936,36.114736000075936,36.114736000075936,36.114736000075936,q,0.10921319993212819,36.23425970016979,36.23425970016979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
24,0,24,0,,,,,,,,,,,,,,,,,36.643414500169456,36.643414500169456,36.643414500169456,36.643414500169456,36.643414500169456,o,0.0841383000370115,36.740945000201464,36.740945000201464,37.14256920013577,37.14256920013577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
25,0,25,0,,,,,,,,,,,,,,,,,37.14256920013577,37.14256920013577,37.14256920013577,37.14256920013577,37.14256920013577,w,0.04702860000543296,37.20015799999237,37.20015799999237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
26,0,26,0,,,,,,,,,,,,,,,,,37.607736400095746,37.607736400095746,37.607736400095746,37.607736400095746,37.607736400095746,p,0.08146960008889437,37.699560000095516,37.699560000095516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
27,0,27,0,,,,,,,,,,,,,,,,,38.107377000153065,38.107377000153065,38.107377000153065,38.107377000153065,38.107377000153065,q,0.05746109993197024,38.17907670000568,38.17907670000568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
28,0,28,0,,,,,,,,,,,,,,,,,38.58707350003533,38.58707350003533,38.58707350003533,38.58707350003533,38.58707350003533,o,0.04103720001876354,38.63672260008752,38.63672260008752,39.03789920010604,39.03789920010604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
29,0,29,0,,,,,,,,,,,,,,,,,39.03789920010604,39.03789920010604,39.03789920010604,39.03789920010604,39.03789920010604,w,0.023343299981206656,39.07579020014964,39.07579020014964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
30,0,30,0,,,,,,,,,,,,,,,,,39.483511300059035,39.483511300059035,39.483511300059035,39.483511300059035,39.483511300059035,q,0.44442999991588295,39.94234860013239,39.94234860013239,40.34389460016973,40.34389460016973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
31,0,31,0,,,,,,,,,,,,,,,,,40.34389460016973,40.34389460016973,40.34389460016973,40.34389460016973,40.34389460016973,o,0.11488069989718497,40.47028590016998,40.47028590016998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
32,0,32,0,,,,,,,,,,,,,,,,,40.87868650001474,40.87868650001474,40.87868650001474,40.87868650001474,40.87868650001474,w,0.024197899969294667,40.91548030008562,40.91548030008562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
33,0,33,0,,,,,,,,,,,,,,,,,41.322868100134656,41.322868100134656,41.322868100134656,41.322868100134656,41.322868100134656,p,0.025407900102436543,41.36190710007213,41.36190710007213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
34,0,34,0,,,,,,,,,,,,,,,,,41.767560000065714,41.767560000065714,41.767560000065714,41.767560000065714,41.767560000065714,q,0.34994470002129674,42.132072400068864,42.132072400068864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
35,0,35,0,,,,,,,,,,,,,,,,,42.538655600044876,42.538655600044876,42.538655600044876,42.538655600044876,42.538655600044876,o,0.04054129985161126,42.58755570021458,42.58755570021458,42.990396400215104,42.990396400215104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
36,0,36,0,,,,,,,,,,,,,,,,,42.990396400215104,42.990396400215104,42.990396400215104,42.990396400215104,42.990396400215104,w,0.018900600029155612,43.019749800208956,43.019749800208956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
37,0,37,0,,,,,,,,,,,,,,,,,43.4273189001251,43.4273189001251,43.4273189001251,43.4273189001251,43.4273189001251,p,0.030305699910968542,43.46966770011932,43.46966770011932,43.87197219999507,43.87197219999507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
38,0,38,0,,,,,,,,,,,,,,,,,43.87197219999507,43.87197219999507,43.87197219999507,43.87197219999507,43.87197219999507,q,0.35351160005666316,44.23360540019348,44.23360540019348,44.635398500133306,44.635398500133306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
39,0,39,0,,,,,,,,,,,,,,,,,44.635398500133306,44.635398500133306,44.635398500133306,44.635398500133306,44.635398500133306,o,0.05570649984292686,44.70289060007781,44.70289060007781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
40,0,40,0,,,,,,,,,,,,,,,,,45.10782969999127,45.10782969999127,45.10782969999127,45.10782969999127,45.10782969999127,w,0.06051280000247061,45.179943800205365,45.179943800205365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
41,0,41,0,,,,,,,,,,,,,,,,,45.586578299989924,45.586578299989924,45.586578299989924,45.586578299989924,45.586578299989924,p,0.07211550022475421,45.671088400064036,45.671088400064036,46.07325530005619,46.07325530005619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
42,0,42,0,,,,,,,,,,,,,,,,,46.07325530005619,46.07325530005619,46.07325530005619,46.07325530005619,46.07325530005619,q,0.060085600009188056,46.14408800005913,46.14408800005913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
43,0,43,0,,,,,,,,,,,,,,,,,46.552970400080085,46.552970400080085,46.552970400080085,46.552970400080085,46.552970400080085,o,0.006859200075268745,46.56943100015633,46.56943100015633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
44,0,44,0,,,,,,,,,,,,,,,,,46.97540970006958,46.97540970006958,46.97540970006958,46.97540970006958,46.97540970006958,w,0.018956599989905953,47.007273900089785,47.007273900089785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
45,0,45,0,,,,,,,,,,,,,,,,,47.413519100053236,47.413519100053236,47.413519100053236,47.413519100053236,47.413519100053236,p,0.0021126000210642815,47.44865750009194,47.44865750009194,47.850965100107715,47.850965100107715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
46,0,46,0,,,,,,,,,,,,,,,,,47.850965100107715,47.850965100107715,47.850965100107715,47.850965100107715,47.850965100107715,o,0.3131897000130266,48.17714080004953,48.17714080004953,48.580328800017014,48.580328800017014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
47,0,47,0,,,,,,,,,,,,,,,,,48.580328800017014,48.580328800017014,48.580328800017014,48.580328800017014,48.580328800017014,q,0.05515300016850233,48.6451711000409,48.6451711000409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
48,0,48,0,,,,,,,,,,,,,,,,,49.05221420014277,49.05221420014277,49.05221420014277,49.05221420014277,49.05221420014277,w,0.41081449994817376,49.475745000177994,49.475745000177994,49.87882460001856,49.87882460001856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
49,0,49,0,,,,,,,,,,,,,,,,,49.87882460001856,49.87882460001856,49.87882460001856,49.87882460001856,49.87882460001856,o,0.11738459998741746,50.00570730003528,50.00570730003528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
50,0,50,0,,,,,,,,,,,,,,,,,50.4135249000974,50.4135249000974,50.4135249000974,50.4135249000974,50.4135249000974,q,0.09494889993220568,50.52100510010496,50.52100510010496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
51,0,51,0,,,,,,,,,,,,,,,,,50.92754660011269,50.92754660011269,50.92754660011269,50.92754660011269,50.92754660011269,p,0.08357899985276163,51.02508130017668,51.02508130017668,51.426897700177506,51.426897700177506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
52,0,52,0,,,,,,,,,,,,,,,,,51.426897700177506,51.426897700177506,51.426897700177506,51.426897700177506,51.426897700177506,w,0.04917030013166368,51.48321910016239,51.48321910016239,51.88620260008611,51.88620260008611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
53,0,53,0,,,,,,,,,,,,,,,,,51.88620260008611,51.88620260008611,51.88620260008611,51.88620260008611,51.88620260008611,o,0.036968700122088194,51.93507210002281,51.93507210002281,52.336533800000325,52.336533800000325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
54,0,54,0,,,,,,,,,,,,,,,,,52.336533800000325,52.336533800000325,52.336533800000325,52.336533800000325,52.336533800000325,q,0.029362200060859323,52.3796535001602,52.3796535001602,52.7821478000842,52.7821478000842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
55,0,55,0,,,,,,,,,,,,,,,,,52.7821478000842,52.7821478000842,52.7821478000842,52.7821478000842,52.7821478000842,p,0.02878500008955598,52.82036380004138,52.82036380004138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
56,0,56,0,,,,,,,,,,,,,,,,,53.22557480004616,53.22557480004616,53.22557480004616,53.22557480004616,53.22557480004616,w,0.09526160010136664,53.33485560002737,53.33485560002737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
57,0,57,0,,,,,,,,,,,,,,,,,53.7397886000108,53.7397886000108,53.7397886000108,53.7397886000108,53.7397886000108,o,0.05817880015820265,53.81050440017134,53.81050440017134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
58,0,58,0,,,,,,,,,,,,,,,,,54.21879930002615,54.21879930002615,54.21879930002615,54.21879930002615,54.21879930002615,q,0.006688599940389395,54.234920400194824,54.234920400194824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
59,0,59,0,,,,,,,,,,,,,,,,,54.6429430001881,54.6429430001881,54.6429430001881,54.6429430001881,54.6429430001881,w,0.40929689980112016,55.06055950000882,55.06055950000882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
60,0,60,0,,,,,,,,,,,,,,,,,55.468717799987644,55.468717799987644,55.468717799987644,55.468717799987644,55.468717799987644,o,0.07623680005781353,55.55375560000539,55.55375560000539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
61,0,61,0,,,,,,,,,,,,,,,,,55.96239590016194,55.96239590016194,55.96239590016194,55.96239590016194,55.96239590016194,q,0.09246569988317788,56.06754200020805,56.06754200020805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
62,0,62,0,,,,,,,,,,,,,,,,,56.47556560020894,56.47556560020894,56.47556560020894,56.47556560020894,56.47556560020894,p,0.009729200042784214,56.49467440019362,56.49467440019362,56.90284880017862,56.90284880017862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
63,0,63,0,,,,,,,,,,,,,,,,,56.90284880017862,56.90284880017862,56.90284880017862,56.90284880017862,56.90284880017862,w,0.04508220008574426,56.96143600018695,56.96143600018695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
64,0,64,0,,,,,,,,,,,,,,,,,57.36466419999488,57.36466419999488,57.36466419999488,57.36466419999488,57.36466419999488,o,0.03280279994942248,57.40758410003036,57.40758410003036,57.80909980018623,57.80909980018623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
65,0,65,0,,,,,,,,,,,,,,,,,57.80909980018623,57.80909980018623,57.80909980018623,57.80909980018623,57.80909980018623,q,0.1284109998960048,57.9735300000757,57.9735300000757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
66,0,66,0,,,,,,,,,,,,,,,,,58.37942620017566,58.37942620017566,58.37942620017566,58.37942620017566,58.37942620017566,w,0.42996879993006587,58.81893629999831,58.81893629999831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
67,0,67,0,,,,,,,,,,,,,,,,,59.2255897000432,59.2255897000432,59.2255897000432,59.2255897000432,59.2255897000432,o,0.020546300103887916,59.25544430012815,59.25544430012815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
68,0,68,0,,,,,,,,,,,,,,,,,59.663344900123775,59.663344900123775,59.663344900123775,59.663344900123775,59.663344900123775,q,0.01864459994249046,59.69400030001998,59.69400030001998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
69,0,69,0,,,,,,,,,,,,,,,,,60.10087270010263,60.10087270010263,60.10087270010263,60.10087270010263,60.10087270010263,w,0.3442484999541193,60.456981100142,60.456981100142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
70,0,70,0,,,,,,,,,,,,,,,,,60.86499990010634,60.86499990010634,60.86499990010634,60.86499990010634,60.86499990010634,o,0.04652399988844991,60.92452960019,60.92452960019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
71,0,71,0,,,,,,,,,,,,,,,,,61.32980370009318,61.32980370009318,61.32980370009318,61.32980370009318,61.32980370009318,p,0.4164185000117868,61.754755600122735,61.754755600122735,62.156719900202006,62.156719900202006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,sdfsdfs,2023-04-13_19h18.40.037,bandit task,2022.2.5,143.83046401651688,
