utrials.thisRepN,utrials.thisTrialN,utrials.thisN,utrials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,uIntrotext.started,uenter_resp.started,uenter_resp.keys,uenter_resp.rt,ukey_resp.started,Q.started,W.started,O.started,P.started,ukey_resp.keys,ukey_resp.rt,sad1.started,text_3.started,sad1.stopped,text_3.stopped,text_8.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,text.started,enterresp.started,enterresp.keys,enterresp.rt,Optionq.started,optionw.started,optiono.started,Optionp.started,key_resp.started,Ql.started,Wl.started,Ol.started,Pl.started,Optionq.stopped,optionw.stopped,optiono.stopped,Optionp.stopped,key_resp.stopped,Ql.stopped,Wl.stopped,Ol.stopped,Pl.stopped,key_resp.keys,clk.started,sad.started,sad.stopped,text_2.started,clk.stopped,text_2.stopped,key_resp.rt,text_9.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_4.started,Roll Number,Name,date,expName,psychopyVersion,frameRate,
144,0,144,0,,,,,,,,,,,,,,,,,108.77973880013451,108.77973880013451,108.77973880013451,108.77973880013451,108.77973880013451,q,0.06330629996955395,108.85754800005816,108.85754800005816,109.25929740001447,109.25929740001447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
145,0,145,0,,,,,,,,,,,,,,,,,109.25929740001447,109.25929740001447,109.25929740001447,109.25929740001447,109.25929740001447,o,0.08321519987657666,109.35153410001658,109.35153410001658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
146,0,146,0,,,,,,,,,,,,,,,,,109.75886920001358,109.75886920001358,109.75886920001358,109.75886920001358,109.75886920001358,w,0.06784949987195432,109.83753990009427,109.83753990009427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
147,0,147,0,,,,,,,,,,,,,,,,,110.24585960013792,110.24585960013792,110.24585960013792,110.24585960013792,110.24585960013792,p,0.0736464997753501,110.33031000010669,110.33031000010669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
148,0,148,0,,,,,,,,,,,,,,,,,110.73869110015221,110.73869110015221,110.73869110015221,110.73869110015221,110.73869110015221,q,0.004524199990555644,110.75338280014694,110.75338280014694,111.15532400016673,111.15532400016673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
149,0,149,0,,,,,,,,,,,,,,,,,111.15532400016673,111.15532400016673,111.15532400016673,111.15532400016673,111.15532400016673,o,0.04823659989051521,111.21280260011554,111.21280260011554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
150,0,150,0,,,,,,,,,,,,,,,,,111.62037410004996,111.62037410004996,111.62037410004996,111.62037410004996,111.62037410004996,w,0.009685299824923277,111.64180760015734,111.64180760015734,112.04396400018595,112.04396400018595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
151,0,151,0,,,,,,,,,,,,,,,,,112.04396400018595,112.04396400018595,112.04396400018595,112.04396400018595,112.04396400018595,p,0.025347599992528558,112.08050819998607,112.08050819998607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
152,0,152,0,,,,,,,,,,,,,,,,,112.48835470015183,112.48835470015183,112.48835470015183,112.48835470015183,112.48835470015183,q,0.015709199709817767,112.51675539999269,112.51675539999269,112.91901180008426,112.91901180008426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
153,0,153,0,,,,,,,,,,,,,,,,,112.91901180008426,112.91901180008426,112.91901180008426,112.91901180008426,112.91901180008426,o,0.1661332999356091,113.09615390002728,113.09615390002728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
154,0,154,0,,,,,,,,,,,,,,,,,113.50235050008632,113.50235050008632,113.50235050008632,113.50235050008632,113.50235050008632,w,0.004756399895995855,113.51801350014284,113.51801350014284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
155,0,155,0,,,,,,,,,,,,,,,,,113.92623320012353,113.92623320012353,113.92623320012353,113.92623320012353,113.92623320012353,p,0.023331699892878532,113.96881140000187,113.96881140000187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
156,0,156,0,,,,,,,,,,,,,,,,,114.37144510005601,114.37144510005601,114.37144510005601,114.37144510005601,114.37144510005601,q,0.040187199832871556,114.4203620001208,114.4203620001208,114.82151440018788,114.82151440018788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
157,0,157,0,,,,,,,,,,,,,,,,,114.82151440018788,114.82151440018788,114.82151440018788,114.82151440018788,114.82151440018788,o,0.02546859998255968,114.85710200015455,114.85710200015455,115.2590962999966,115.2590962999966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
158,0,158,0,,,,,,,,,,,,,,,,,115.2590962999966,115.2590962999966,115.2590962999966,115.2590962999966,115.2590962999966,w,0.056311799911782146,115.32381460000761,115.32381460000761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
159,0,159,0,0,0,0,0,,,,,,,,,,,,,115.73125410010107,115.73125410010107,115.73125410010107,115.73125410010107,115.73125410010107,p,0.04892409988678992,115.78819820005447,115.78819820005447,,,116.20188150019385,116.20188150019385,space,4.077858299948275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
159,0,159,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
160,0,160,0,,,,,,,,,,,,,,,,,120.29368740017526,120.29368740017526,120.29368740017526,120.29368740017526,120.29368740017526,q,0.6304803998209536,120.93492490006611,120.93492490006611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
161,0,161,0,,,,,,,,,,,,,,,,,121.34267540019937,121.34267540019937,121.34267540019937,121.34267540019937,121.34267540019937,w,0.20384879992343485,121.5588424000889,121.5588424000889,121.96062480006367,121.96062480006367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
162,0,162,0,,,,,,,,,,,,,,,,,121.96062480006367,121.96062480006367,121.96062480006367,121.96062480006367,121.96062480006367,o,0.11854069982655346,122.09383640019223,122.09383640019223,122.49564530001953,122.49564530001953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
163,0,163,0,,,,,,,,,,,,,,,,,122.49564530001953,122.49564530001953,122.49564530001953,122.49564530001953,122.49564530001953,q,0.1127420999109745,122.6223852999974,122.6223852999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
164,0,164,0,,,,,,,,,,,,,,,,,123.03009570017457,123.03009570017457,123.03009570017457,123.03009570017457,123.03009570017457,p,0.12971869972534478,123.17074750014581,123.17074750014581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
165,0,165,0,,,,,,,,,,,,,,,,,123.57850880012847,123.57850880012847,123.57850880012847,123.57850880012847,123.57850880012847,w,0.1580321998335421,123.74910450004973,123.74910450004973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
166,0,166,0,,,,,,,,,,,,,,,,,124.15573470015079,124.15573470015079,124.15573470015079,124.15573470015079,124.15573470015079,o,0.16693539987318218,124.33753330004402,124.33753330004402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
167,0,167,0,,,,,,,,,,,,,,,,,124.74597040005028,124.74597040005028,124.74597040005028,124.74597040005028,124.74597040005028,q,0.09663689997978508,124.8521641001571,124.8521641001571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
168,0,168,0,,,,,,,,,,,,,,,,,125.25917500001378,125.25917500001378,125.25917500001378,125.25917500001378,125.25917500001378,p,0.09537509991787374,125.36525780009106,125.36525780009106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
169,0,169,0,,,,,,,,,,,,,,,,,125.77339190011844,125.77339190011844,125.77339190011844,125.77339190011844,125.77339190011844,w,0.0896483997348696,125.87279420020059,125.87279420020059,126.27301430003718,126.27301430003718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
170,0,170,0,,,,,,,,,,,,,,,,,126.27301430003718,126.27301430003718,126.27301430003718,126.27301430003718,126.27301430003718,o,0.0483814999461174,126.33280920004472,126.33280920004472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
171,0,171,0,,,,,,,,,,,,,,,,,126.73841220000759,126.73841220000759,126.73841220000759,126.73841220000759,126.73841220000759,q,0.10900050005875528,126.85718489997089,126.85718489997089,127.2590314000845,127.2590314000845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
172,0,172,0,,,,,,,,,,,,,,,,,127.2590314000845,127.2590314000845,127.2590314000845,127.2590314000845,127.2590314000845,p,0.04650839976966381,127.31814540014602,127.31814540014602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
173,0,173,0,,,,,,,,,,,,,,,,,127.7252482001204,127.7252482001204,127.7252482001204,127.7252482001204,127.7252482001204,w,0.03830090002156794,127.77568379999138,127.77568379999138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
174,0,174,0,,,,,,,,,,,,,,,,,128.18281340016983,128.18281340016983,128.18281340016983,128.18281340016983,128.18281340016983,o,0.011706699850037694,128.20504930010065,128.20504930010065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
175,0,175,0,,,,,,,,,,,,,,,,,128.61357240006328,128.61357240006328,128.61357240006328,128.61357240006328,128.61357240006328,q,0.07028479990549386,128.69553420017473,128.69553420017473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
176,0,176,0,,,,,,,,,,,,,,,,,129.09946570009924,129.09946570009924,129.09946570009924,129.09946570009924,129.09946570009924,p,0.08673009998165071,129.1975734999869,129.1975734999869,129.5994901000522,129.5994901000522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
177,0,177,0,,,,,,,,,,,,,,,,,129.5994901000522,129.5994901000522,129.5994901000522,129.5994901000522,129.5994901000522,w,0.08222669991664588,129.69013270013966,129.69013270013966,130.09225099999458,130.09225099999458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
178,0,178,0,,,,,,,,,,,,,,,,,130.09225099999458,130.09225099999458,130.09225099999458,130.09225099999458,130.09225099999458,o,0.06203030003234744,130.16344200004824,130.16344200004824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
179,0,179,0,,,,,,,,,,,,,,,,,130.57179199997336,130.57179199997336,130.57179199997336,130.57179199997336,130.57179199997336,q,0.11746859992854297,130.69759920006618,130.69759920006618,131.09953690017574,131.09953690017574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
180,0,180,0,,,,,,,,,,,,,,,,,131.09953690017574,131.09953690017574,131.09953690017574,131.09953690017574,131.09953690017574,p,0.11916879983618855,131.23329450003803,131.23329450003803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
181,0,181,0,,,,,,,,,,,,,,,,,131.64118989999406,131.64118989999406,131.64118989999406,131.64118989999406,131.64118989999406,o,0.9242507999297231,132.57402739999816,132.57402739999816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
182,0,182,0,,,,,,,,,,,,,,,,,132.9810028001666,132.9810028001666,132.9810028001666,132.9810028001666,132.9810028001666,q,0.19954820000566542,133.1909879001323,133.1909879001323,133.59266970003955,133.59266970003955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
183,0,183,0,,,,,,,,,,,,,,,,,133.59266970003955,133.59266970003955,133.59266970003955,133.59266970003955,133.59266970003955,p,0.06713929981924593,133.66747139999643,133.66747139999643,134.07128880009986,134.07128880009986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
184,0,184,0,,,,,,,,,,,,,,,,,134.07128880009986,134.07128880009986,134.07128880009986,134.07128880009986,134.07128880009986,w,0.03030699980445206,134.11118540004827,134.11118540004827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
185,0,185,0,,,,,,,,,,,,,,,,,134.51638759998605,134.51638759998605,134.51638759998605,134.51638759998605,134.51638759998605,o,0.02573619969189167,134.5535916001536,134.5535916001536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
186,0,186,0,,,,,,,,,,,,,,,,,134.96049960004166,134.96049960004166,134.96049960004166,134.96049960004166,134.96049960004166,q,0.08634279971010983,135.05932710017078,135.05932710017078,135.46062889997847,135.46062889997847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
187,0,187,0,,,,,,,,,,,,,,,,,135.46062889997847,135.46062889997847,135.46062889997847,135.46062889997847,135.46062889997847,p,0.05833329982124269,135.53114530001767,135.53114530001767,135.93267980008386,135.93267980008386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
188,0,188,0,,,,,,,,,,,,,,,,,135.93267980008386,135.93267980008386,135.93267980008386,135.93267980008386,135.93267980008386,o,0.422966499812901,136.37263540015556,136.37263540015556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
189,0,189,0,,,,,,,,,,,,,,,,,136.77338280016556,136.77338280016556,136.77338280016556,136.77338280016556,136.77338280016556,q,0.12217069999314845,136.9070303000044,136.9070303000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
190,0,190,0,,,,,,,,,,,,,,,,,137.31512050004676,137.31512050004676,137.31512050004676,137.31512050004676,137.31512050004676,p,0.0030136997811496258,137.33044150006026,137.33044150006026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
191,0,191,0,,,,,,,,,,,,,,,,,137.73805960011669,137.73805960011669,137.73805960011669,137.73805960011669,137.73805960011669,o,0.4549443998839706,138.20512800011784,138.20512800011784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
192,0,192,0,,,,,,,,,,,,,,,,,138.61346170003526,138.61346170003526,138.61346170003526,138.61346170003526,138.61346170003526,q,0.1415677999611944,138.76977380015887,138.76977380015887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
193,0,193,0,,,,,,,,,,,,,,,,,139.17643800005317,139.17643800005317,139.17643800005317,139.17643800005317,139.17643800005317,p,0.11485140002332628,139.306208900176,139.306208900176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
194,0,194,0,,,,,,,,,,,,,,,,,139.71063510002568,139.71063510002568,139.71063510002568,139.71063510002568,139.71063510002568,w,0.10237059975042939,139.82661910005845,139.82661910005845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
195,0,195,0,,,,,,,,,,,,,,,,,140.23295650002547,140.23295650002547,140.23295650002547,140.23295650002547,140.23295650002547,o,0.15156619995832443,140.39720010012388,140.39720010012388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
196,0,196,0,,,,,,,,,,,,,,,,,140.80088470014744,140.80088470014744,140.80088470014744,140.80088470014744,140.80088470014744,q,0.08595819980837405,140.8986913000699,140.8986913000699,141.3006237000227,141.3006237000227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
197,0,197,0,,,,,,,,,,,,,,,,,141.3006237000227,141.3006237000227,141.3006237000227,141.3006237000227,141.3006237000227,p,0.13186909980140626,141.44066280010156,141.44066280010156,141.8425933001563,141.8425933001563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
198,0,198,0,,,,,,,,,,,,,,,,,141.8425933001563,141.8425933001563,141.8425933001563,141.8425933001563,141.8425933001563,w,0.04412959981709719,141.89996670000255,141.89996670000255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
199,0,199,0,,,,,,,,,,,,,,,,,142.30730670015328,142.30730670015328,142.30730670015328,142.30730670015328,142.30730670015328,o,0.07627189997583628,142.3934630001895,142.3934630001895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
200,0,200,0,,,,,,,,,,,,,,,,,142.80155510012992,142.80155510012992,142.80155510012992,142.80155510012992,142.80155510012992,q,0.12154019996523857,142.93403610005043,142.93403610005043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
201,0,201,0,,,,,,,,,,,,,,,,,143.34244590019807,143.34244590019807,143.34244590019807,143.34244590019807,143.34244590019807,p,0.09007470007054508,143.4419067001436,143.4419067001436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
202,0,202,0,,,,,,,,,,,,,,,,,143.84968150011264,143.84968150011264,143.84968150011264,143.84968150011264,143.84968150011264,w,0.0676459998358041,143.92817820003256,143.92817820003256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
203,0,203,0,,,,,,,,,,,,,,,,,144.33552580000833,144.33552580000833,144.33552580000833,144.33552580000833,144.33552580000833,o,0.07688989979214966,144.4203087000642,144.4203087000642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
204,0,204,0,,,,,,,,,,,,,,,,,144.8285690001212,144.8285690001212,144.8285690001212,144.8285690001212,144.8285690001212,q,0.10002039978280663,144.940832399996,144.940832399996,145.34240660001524,145.34240660001524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
205,0,205,0,,,,,,,,,,,,,,,,,145.34240660001524,145.34240660001524,145.34240660001524,145.34240660001524,145.34240660001524,p,0.013796599814668298,145.36579599999823,145.36579599999823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
206,0,206,0,,,,,,,,,,,,,,,,,145.77359910006635,145.77359910006635,145.77359910006635,145.77359910006635,145.77359910006635,w,0.07673859992064536,145.86361600016244,145.86361600016244,146.26634550001472,146.26634550001472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
207,0,207,0,,,,,,,,,,,,,,,,,146.26634550001472,146.26634550001472,146.26634550001472,146.26634550001472,146.26634550001472,o,0.04823219985701144,146.32436530012637,146.32436530012637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
208,0,208,0,,,,,,,,,,,,,,,,,146.73155110003427,146.73155110003427,146.73155110003427,146.73155110003427,146.73155110003427,q,0.05070569971576333,146.79906020010822,146.79906020010822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
209,0,209,0,,,,,,,,,,,,,,,,,147.20333170006052,147.20333170006052,147.20333170006052,147.20333170006052,147.20333170006052,p,0.023585999850183725,147.23949100007303,147.23949100007303,147.64106820011511,147.64106820011511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
210,0,210,0,,,,,,,,,,,,,,,,,147.64106820011511,147.64106820011511,147.64106820011511,147.64106820011511,147.64106820011511,o,0.4256890998221934,148.0799889001064,148.0799889001064,148.4813906000927,148.4813906000927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
211,0,211,0,,,,,,,,,,,,,,,,,148.4813906000927,148.4813906000927,148.4813906000927,148.4813906000927,148.4813906000927,q,0.11848639999516308,148.61728990008123,148.61728990008123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
212,0,212,0,,,,,,,,,,,,,,,,,149.023677600082,149.023677600082,149.023677600082,149.023677600082,149.023677600082,p,0.02621189970523119,149.05612080008723,149.05612080008723,149.4604951001238,149.4604951001238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
213,0,213,0,,,,,,,,,,,,,,,,,149.4604951001238,149.4604951001238,149.4604951001238,149.4604951001238,149.4604951001238,w,0.012758499942719936,149.4832038001623,149.4832038001623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
214,0,214,0,,,,,,,,,,,,,,,,,149.890863600187,149.890863600187,149.890863600187,149.890863600187,149.890863600187,o,0.03902669972740114,149.9412037001457,149.9412037001457,150.3424490999896,150.3424490999896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
215,0,215,0,,,,,,,,,,,,,,,,,150.3424490999896,150.3424490999896,150.3424490999896,150.3424490999896,150.3424490999896,q,0.016103799920529127,150.37052620016038,150.37052620016038,150.77369490009733,150.77369490009733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
