utrials.thisRepN,utrials.thisTrialN,utrials.thisN,utrials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,uIntrotext.started,uenter_resp.started,uenter_resp.keys,uenter_resp.rt,ukey_resp.started,Q.started,W.started,O.started,P.started,ukey_resp.keys,ukey_resp.rt,sad1.started,text_3.started,sad1.stopped,text_3.stopped,text_8.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,text.started,enterresp.started,enterresp.keys,enterresp.rt,Optionq.started,optionw.started,optiono.started,Optionp.started,key_resp.started,Ql.started,Wl.started,Ol.started,Pl.started,Optionq.stopped,optionw.stopped,optiono.stopped,Optionp.stopped,key_resp.stopped,Ql.stopped,Wl.stopped,Ol.stopped,Pl.stopped,key_resp.keys,clk.started,sad.started,sad.stopped,text_2.started,clk.stopped,text_2.stopped,key_resp.rt,text_9.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_4.started,Roll Number,Name,date,expName,psychopyVersion,frameRate,
9,0,9,0,,,,,,,,,,,,,,,,,32.856845000060275,32.856845000060275,32.856845000060275,32.856845000060275,32.856845000060275,o,0.17121389997191727,33.037972500082105,33.037972500082105,33.44010650017299,33.44010650017299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
10,0,10,0,,,,,,,,,,,,,,,,,33.44010650017299,33.44010650017299,33.44010650017299,33.44010650017299,33.44010650017299,p,0.06204819981940091,33.514081300003454,33.514081300003454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
11,0,11,0,,,,,,,,,,,,,,,,,33.91939190006815,33.91939190006815,33.91939190006815,33.91939190006815,33.91939190006815,q,0.140358499949798,34.071846100036055,34.071846100036055,34.47472110018134,34.47472110018134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
12,0,12,0,,,,,,,,,,,,,,,,,34.47472110018134,34.47472110018134,34.47472110018134,34.47472110018134,34.47472110018134,w,0.12975080008618534,34.61510460008867,34.61510460008867,35.01661040005274,35.01661040005274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
13,0,13,0,,,,,,,,,,,,,,,,,35.01661040005274,35.01661040005274,35.01661040005274,35.01661040005274,35.01661040005274,o,0.07075919979251921,35.10422360012308,35.10422360012308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
14,0,14,0,,,,,,,,,,,,,,,,,35.509271200047806,35.509271200047806,35.509271200047806,35.509271200047806,35.509271200047806,p,0.0465103997848928,35.565857000183314,35.565857000183314,35.967751500196755,35.967751500196755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
15,0,15,0,,,,,,,,,,,,,,,,,35.967751500196755,35.967751500196755,35.967751500196755,35.967751500196755,35.967751500196755,q,0.060270199785009027,36.03840130008757,36.03840130008757,36.440101500134915,36.440101500134915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
16,0,16,0,,,,,,,,,,,,,,,,,36.440101500134915,36.440101500134915,36.440101500134915,36.440101500134915,36.440101500134915,w,0.004475200083106756,36.45622769999318,36.45622769999318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
17,0,17,0,,,,,,,,,,,,,,,,,36.8639985001646,36.8639985001646,36.8639985001646,36.8639985001646,36.8639985001646,o,0.02517100004479289,36.90027690003626,36.90027690003626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
18,0,18,0,,,,,,,,,,,,,,,,,37.30775310005993,37.30775310005993,37.30775310005993,37.30775310005993,37.30775310005993,p,0.014072999823838472,37.33102440019138,37.33102440019138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
19,0,19,0,,,,,,,,,,,,,,,,,37.73869670019485,37.73869670019485,37.73869670019485,37.73869670019485,37.73869670019485,q,0.012174999807029963,37.76129900012165,37.76129900012165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
20,0,20,0,,,,,,,,,,,,,,,,,38.16918620001525,38.16918620001525,38.16918620001525,38.16918620001525,38.16918620001525,w,0.008210399886593223,38.187749500153586,38.187749500153586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
21,0,21,0,,,,,,,,,,,,,,,,,38.592950200196356,38.592950200196356,38.592950200196356,38.592950200196356,38.592950200196356,o,0.4387044997420162,39.044341100146994,39.044341100146994,39.44693370000459,39.44693370000459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
22,0,22,0,,,,,,,,,,,,,,,,,39.44693370000459,39.44693370000459,39.44693370000459,39.44693370000459,39.44693370000459,p,0.09046519990079105,39.54522359999828,39.54522359999828,39.94681100011803,39.94681100011803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
23,0,23,0,,,,,,,,,,,,,,,,,39.94681100011803,39.94681100011803,39.94681100011803,39.94681100011803,39.94681100011803,q,0.08585649984888732,40.044873300008476,40.044873300008476,40.446976700099185,40.446976700099185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
24,0,24,0,,,,,,,,,,,,,,,,,40.446976700099185,40.446976700099185,40.446976700099185,40.446976700099185,40.446976700099185,w,0.06527559994719923,40.52779560000636,40.52779560000636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
25,0,25,0,,,,,,,,,,,,,,,,,40.93277940014377,40.93277940014377,40.93277940014377,40.93277940014377,40.93277940014377,o,0.041480799904093146,40.98250630008988,40.98250630008988,41.38443540013395,41.38443540013395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
26,0,26,0,,,,,,,,,,,,,,,,,41.38443540013395,41.38443540013395,41.38443540013395,41.38443540013395,41.38443540013395,p,0.1221090997569263,41.51787460013293,41.51787460013293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
27,0,27,0,,,,,,,,,,,,,,,,,41.92597680003382,41.92597680003382,41.92597680003382,41.92597680003382,41.92597680003382,q,0.09782879985868931,42.03705739998259,42.03705739998259,42.440243100048974,42.440243100048974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
28,0,28,0,,,,,,,,,,,,,,,,,42.440243100048974,42.440243100048974,42.440243100048974,42.440243100048974,42.440243100048974,w,0.07591229979880154,42.525602400070056,42.525602400070056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
29,0,29,0,,,,,,,,,,,,,,,,,42.93318950012326,42.93318950012326,42.93318950012326,42.93318950012326,42.93318950012326,o,0.08516799984499812,43.03236600011587,43.03236600011587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
30,0,30,0,,,,,,,,,,,,,,,,,43.44028930016793,43.44028930016793,43.44028930016793,43.44028930016793,43.44028930016793,p,0.12414109986275434,43.57379040005617,43.57379040005617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
31,0,31,0,,,,,,,,,,,,,,,,,43.98162580002099,43.98162580002099,43.98162580002099,43.98162580002099,43.98162580002099,q,0.1036422997713089,44.096122100017965,44.096122100017965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
32,0,32,0,,,,,,,,,,,,,,,,,44.50291720009409,44.50291720009409,44.50291720009409,44.50291720009409,44.50291720009409,w,0.07333320006728172,44.58919299999252,44.58919299999252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
33,0,33,0,,,,,,,,,,,,,,,,,44.99527280009352,44.99527280009352,44.99527280009352,44.99527280009352,44.99527280009352,o,0.1372914998792112,45.14243090013042,45.14243090013042,45.54406650015153,45.54406650015153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
34,0,34,0,,,,,,,,,,,,,,,,,45.54406650015153,45.54406650015153,45.54406650015153,45.54406650015153,45.54406650015153,p,0.12261620000936091,45.67807810008526,45.67807810008526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
35,0,35,0,,,,,,,,,,,,,,,,,46.08623270015232,46.08623270015232,46.08623270015232,46.08623270015232,46.08623270015232,q,0.07431549998000264,46.171511800028384,46.171511800028384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
36,0,36,0,,,,,,,,,,,,,,,,,46.578971000155434,46.578971000155434,46.578971000155434,46.578971000155434,46.578971000155434,w,0.0787208997644484,46.67066629999317,46.67066629999317,47.07276360015385,47.07276360015385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
37,0,37,0,,,,,,,,,,,,,,,,,47.07276360015385,47.07276360015385,47.07276360015385,47.07276360015385,47.07276360015385,o,0.11554409982636571,47.19598360010423,47.19598360010423,47.59999670018442,47.59999670018442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
38,0,38,0,,,,,,,,,,,,,,,,,47.59999670018442,47.59999670018442,47.59999670018442,47.59999670018442,47.59999670018442,p,0.158081199740991,47.76839330000803,47.76839330000803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
39,0,39,0,,,,,,,,,,,,,,,,,48.1759958001785,48.1759958001785,48.1759958001785,48.1759958001785,48.1759958001785,q,0.09915939997881651,48.28813330014236,48.28813330014236,48.69047570019029,48.69047570019029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
40,0,40,0,,,,,,,,,,,,,,,,,48.69047570019029,48.69047570019029,48.69047570019029,48.69047570019029,48.69047570019029,w,0.1011898999568075,48.80245449999347,48.80245449999347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
41,0,41,0,,,,,,,,,,,,,,,,,49.21120050013997,49.21120050013997,49.21120050013997,49.21120050013997,49.21120050013997,o,0.04413769976235926,49.26986980019137,49.26986980019137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
42,0,42,0,,,,,,,,,,,,,,,,,49.67673010006547,49.67673010006547,49.67673010006547,49.67673010006547,49.67673010006547,p,0.09192559984512627,49.78126120008528,49.78126120008528,50.18314280011691,50.18314280011691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
43,0,43,0,,,,,,,,,,,,,,,,,50.18314280011691,50.18314280011691,50.18314280011691,50.18314280011691,50.18314280011691,q,0.13556259986944497,50.33085730019957,50.33085730019957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
44,0,44,0,,,,,,,,,,,,,,,,,50.73881180002354,50.73881180002354,50.73881180002354,50.73881180002354,50.73881180002354,w,0.041625899728387594,50.78883870015852,50.78883870015852,51.19146090000868,51.19146090000868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
45,0,45,0,,,,,,,,,,,,,,,,,51.19146090000868,51.19146090000868,51.19146090000868,51.19146090000868,51.19146090000868,o,0.07288799993693829,51.27623359998688,51.27623359998688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
46,0,46,0,,,,,,,,,,,,,,,,,51.683310700114816,51.683310700114816,51.683310700114816,51.683310700114816,51.683310700114816,p,0.12847290001809597,51.82299610017799,51.82299610017799,52.225891300011426,52.225891300011426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
47,0,47,0,,,,,,,,,,,,,,,,,52.225891300011426,52.225891300011426,52.225891300011426,52.225891300011426,52.225891300011426,q,0.12365720001980662,52.357203599996865,52.357203599996865,52.759336000075564,52.759336000075564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
48,0,48,0,,,,,,,,,,,,,,,,,52.759336000075564,52.759336000075564,52.759336000075564,52.759336000075564,52.759336000075564,w,0.12465379992499948,52.91495510004461,52.91495510004461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
49,0,49,0,,,,,,,,,,,,,,,,,53.32245840015821,53.32245840015821,53.32245840015821,53.32245840015821,53.32245840015821,o,0.06071290001273155,53.39215480000712,53.39215480000712,53.793856700183824,53.793856700183824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
50,0,50,0,,,,,,,,,,,,,,,,,53.793856700183824,53.793856700183824,53.793856700183824,53.793856700183824,53.793856700183824,p,0.10641599982045591,53.91275150002912,53.91275150002912,54.31523469998501,54.31523469998501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
51,0,51,0,,,,,,,,,,,,,,,,,54.31523469998501,54.31523469998501,54.31523469998501,54.31523469998501,54.31523469998501,q,0.07135179988108575,54.39939480018802,54.39939480018802,54.80290590017103,54.80290590017103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
52,0,52,0,,,,,,,,,,,,,,,,,54.80290590017103,54.80290590017103,54.80290590017103,54.80290590017103,54.80290590017103,w,0.062438599998131394,54.8785358001478,54.8785358001478,55.28063240018673,55.28063240018673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
53,0,53,0,,,,,,,,,,,,,,,,,55.28063240018673,55.28063240018673,55.28063240018673,55.28063240018673,55.28063240018673,o,0.005035199923440814,55.29539230000228,55.29539230000228,55.69659489998594,55.69659489998594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
54,0,54,0,,,,,,,,,,,,,,,,,55.69659489998594,55.69659489998594,55.69659489998594,55.69659489998594,55.69659489998594,p,0.06361559987999499,55.77329899999313,55.77329899999313,56.176592600066215,56.176592600066215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
55,0,55,0,,,,,,,,,,,,,,,,,56.176592600066215,56.176592600066215,56.176592600066215,56.176592600066215,56.176592600066215,q,0.04737239982932806,56.23314930009656,56.23314930009656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
56,0,56,0,,,,,,,,,,,,,,,,,56.641465600114316,56.641465600114316,56.641465600114316,56.641465600114316,56.641465600114316,w,0.022294199792668223,56.677449400071055,56.677449400071055,57.07920470018871,57.07920470018871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
57,0,57,0,,,,,,,,,,,,,,,,,57.07920470018871,57.07920470018871,57.07920470018871,57.07920470018871,57.07920470018871,p,0.48361839982680976,57.57311740005389,57.57311740005389,57.974459500052035,57.974459500052035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
58,0,58,0,,,,,,,,,,,,,,,,,57.974459500052035,57.974459500052035,57.974459500052035,57.974459500052035,57.974459500052035,p,0.436419399920851,58.42771390010603,58.42771390010603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
59,0,59,0,,,,,,,,,,,,,,,,,58.82942930003628,58.82942930003628,58.82942930003628,58.82942930003628,58.82942930003628,q,0.11710259993560612,58.959995300043374,58.959995300043374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
60,0,60,0,,,,,,,,,,,,,,,,,59.36424380005337,59.36424380005337,59.36424380005337,59.36424380005337,59.36424380005337,w,0.08754009986296296,59.46500260010362,59.46500260010362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
61,0,61,0,,,,,,,,,,,,,,,,,59.87051080004312,59.87051080004312,59.87051080004312,59.87051080004312,59.87051080004312,o,0.06319919973611832,59.94785370002501,59.94785370002501,60.34944790019654,60.34944790019654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
62,0,62,0,,,,,,,,,,,,,,,,,60.34944790019654,60.34944790019654,60.34944790019654,60.34944790019654,60.34944790019654,p,0.09465149999596179,60.454909100197256,60.454909100197256,60.85771260014735,60.85771260014735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
63,0,63,0,,,,,,,,,,,,,,,,,60.85771260014735,60.85771260014735,60.85771260014735,60.85771260014735,60.85771260014735,q,0.11751609994098544,60.984037100104615,60.984037100104615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
64,0,64,0,,,,,,,,,,,,,,,,,61.39165130001493,61.39165130001493,61.39165130001493,61.39165130001493,61.39165130001493,o,0.10541409975849092,61.51100110006519,61.51100110006519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
65,0,65,0,,,,,,,,,,,,,,,,,61.918882800033316,61.918882800033316,61.918882800033316,61.918882800033316,61.918882800033316,w,0.09155180002562702,62.0241741000209,62.0241741000209,62.42640530015342,62.42640530015342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
66,0,66,0,,,,,,,,,,,,,,,,,62.42640530015342,62.42640530015342,62.42640530015342,62.42640530015342,62.42640530015342,p,0.025227000005543232,62.4626661001239,62.4626661001239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
67,0,67,0,,,,,,,,,,,,,,,,,62.87022370006889,62.87022370006889,62.87022370006889,62.87022370006889,62.87022370006889,q,0.04993399977684021,62.93774020019919,62.93774020019919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfsd,weeew,2023-04-13_19h28.23.764,bandit task,2022.2.5,144.84650623637756,
