newtrials.thisRepN,newtrials.thisTrialN,newtrials.thisN,newtrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,newintrotext.started,newintroresp.started,newintroresp.keys,newintroresp.rt,key_resp_2.started,reme_t.started,key_resp_2.keys,key_resp_2.rt,newkeyresp.started,nQ.started,nW.started,nO.started,nP.started,newkeyresp.keys,newkeyresp.rt,text_7.started,text.started,text_7.stopped,text_6.started,textbox.started,key_resp_3.started,textbox.text,key_resp_3.keys,key_resp_3.rt,text_2.started,text_4.started,Roll Number,Name,date,expName,psychopyVersion,frameRate,
10,0,10,0,,,,,,,,,,,,,,,,,24.229520400054753,24.229520400054753,24.229520400054753,24.229520400054753,24.229520400054753,o,0.1453233000356704,24.379276199964806,24.39314950001426,24.39314950001426,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
11,0,11,0,,,,,,,,,,,,,,,,,24.798520399956033,24.798520399956033,24.798520399956033,24.798520399956033,24.798520399956033,q,0.09965300001204014,24.907033500028774,24.920994699932635,,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
12,0,12,0,,,,,,,,,,,,,,,,,25.326197399990633,25.326197399990633,25.326197399990633,25.326197399990633,25.326197399990633,p,0.12298460002057254,25.455671600066125,25.469759699888527,25.469759699888527,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
13,0,13,0,,,,,,,,,,,,,,,,,25.87506329989992,25.87506329989992,25.87506329989992,25.87506329989992,25.87506329989992,w,0.0830816999077797,25.962811399949715,25.97656499990262,25.97656499990262,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
14,0,14,0,,,,,,,,,,,,,,,,,26.381992999929935,26.381992999929935,26.381992999929935,26.381992999929935,26.381992999929935,o,0.07198829995468259,26.46256859996356,26.476549899904057,,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
15,0,15,0,,,,,,,,,,,,,,,,,26.881772799883038,26.881772799883038,26.881772799883038,26.881772799883038,26.881772799883038,q,0.061905300011858344,26.94914639997296,26.962556699989364,26.962556699989364,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
16,0,16,0,,,,,,,,,,,,,,,,,27.368320199893788,27.368320199893788,27.368320199893788,27.368320199893788,27.368320199893788,p,0.0756519001442939,27.44894939986989,27.46266629989259,27.46266629989259,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
17,0,17,0,,,,,,,,,,,,,,,,,27.868269599974155,27.868269599974155,27.868269599974155,27.868269599974155,27.868269599974155,w,0.05683619994670153,27.93491020007059,27.948903699871153,,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
18,0,18,0,,,,,,,,,,,,,,,,,28.354494499973953,28.354494499973953,28.354494499973953,28.354494499973953,28.354494499973953,o,0.0912395000923425,28.455559500027448,28.4696078998968,28.4696078998968,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
19,0,19,0,,,,,0,0,0,0,,,,,,,,,28.875057900091633,28.875057900091633,28.875057900091633,28.875057900091633,28.875057900091633,q,0.07899780012667179,28.962551099946722,28.976568199926987,28.976568199926987,29.380287899868563,29.380287899868563,29.380287899868563,o ,space,1.229281699983403,30.623271599877626,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
20,0,20,0,0,0,0,0,,,,,,,,,31.025566600030288,31.025566600030288,space,1.4705463000573218,,,,,,,,,,,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
20,0,20,0,,,,,,,,,,,,,,,,,32.50680139986798,32.50680139986798,32.50680139986798,32.50680139986798,32.50680139986798,q,0.4112472999840975,32.927844600053504,32.941700000083074,32.941700000083074,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
21,0,21,0,,,,,,,,,,,,,,,,,33.34803059999831,33.34803059999831,33.34803059999831,33.34803059999831,33.34803059999831,o,0.17278489982709289,33.52519519999623,33.539162799948826,33.539162799948826,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
22,0,22,0,,,,,,,,,,,,,,,,,33.94467610004358,33.94467610004358,33.94467610004358,33.94467610004358,33.94467610004358,w,0.07467409991659224,34.02515170001425,34.03904609987512,34.03904609987512,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
23,0,23,0,,,,,,,,,,,,,,,,,34.444609799887985,34.444609799887985,34.444609799887985,34.444609799887985,34.444609799887985,p,0.07944700005464256,34.53204580000602,34.546130100032315,34.546130100032315,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
24,0,24,0,,,,,,,,,,,,,,,,,34.951934200013056,34.951934200013056,34.951934200013056,34.951934200013056,34.951934200013056,q,0.08352630003355443,35.03908209991641,35.05288040009327,35.05288040009327,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
25,0,25,0,,,,,,,,,,,,,,,,,35.45873529999517,35.45873529999517,35.45873529999517,35.45873529999517,35.45873529999517,o,0.0408185999840498,35.50422149989754,35.518331199884415,35.518331199884415,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
26,0,26,0,,,,,,,,,,,,,,,,,35.92344360006973,35.92344360006973,35.92344360006973,35.92344360006973,35.92344360006973,w,0.07622799999080598,36.00420289998874,36.01818159990944,36.01818159990944,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
27,0,27,0,,,,,,,,,,,,,,,,,36.42352920002304,36.42352920002304,36.42352920002304,36.42352920002304,36.42352920002304,p,0.0812727001029998,36.51124439993873,36.52502890001051,36.52502890001051,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
28,0,28,0,,,,,,,,,,,,,,,,,36.93050149991177,36.93050149991177,36.93050149991177,36.93050149991177,36.93050149991177,q,0.015286699868738651,36.955521600088105,36.96968650002964,36.96968650002964,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
29,0,29,0,,,,,,,,,,,,,,,,,37.375232599908486,37.375232599908486,37.375232599908486,37.375232599908486,37.375232599908486,o,0.07427380001172423,37.455691299866885,37.46949429996312,37.46949429996312,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
30,0,30,0,,,,,,,,,,,,,,,,,37.875441999873146,37.875441999873146,37.875441999873146,37.875441999873146,37.875441999873146,w,0.019317399943247437,37.90011060005054,37.914036999922246,37.914036999922246,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
31,0,31,0,,,,,,,,,,,,,,,,,38.3194027999416,38.3194027999416,38.3194027999416,38.3194027999416,38.3194027999416,p,0.049170600017532706,38.37267030007206,38.386349299922585,38.386349299922585,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
32,0,32,0,,,,,,,,,,,,,,,,,38.79152500000782,38.79152500000782,38.79152500000782,38.79152500000782,38.79152500000782,q,0.04852690012194216,38.84455809998326,38.85845729988068,38.85845729988068,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
33,0,33,0,,,,,,,,,,,,,,,,,39.26421729987487,39.26421729987487,39.26421729987487,39.26421729987487,39.26421729987487,o,0.057291500037536025,39.330868599936366,39.34467460005544,39.34467460005544,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
34,0,34,0,,,,,,,,,,,,,,,,,39.74998619989492,39.74998619989492,39.74998619989492,39.74998619989492,39.74998619989492,w,0.338630500016734,40.094871500041336,40.10836629988626,40.10836629988626,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
35,0,35,0,,,,,,,,,,,,,,,,,40.514164000051096,40.514164000051096,40.514164000051096,40.514164000051096,40.514164000051096,o,0.07468360010534525,40.594489600043744,40.608219099929556,40.608219099929556,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
36,0,36,0,,,,,,,,,,,,,,,,,41.01407180004753,41.01407180004753,41.01407180004753,41.01407180004753,41.01407180004753,q,0.07931409985758364,41.10157270007767,41.115336099872366,41.115336099872366,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
37,0,37,0,,,,,,,,,,,,,,,,,41.5209848000668,41.5209848000668,41.5209848000668,41.5209848000668,41.5209848000668,p,0.0721153998747468,41.60144450003281,41.615414399886504,,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
38,0,38,0,,,,,,,,,,,,,,,,,42.02177420002408,42.02177420002408,42.02177420002408,42.02177420002408,42.02177420002408,w,0.3281890000216663,42.358474599896,42.37239519995637,42.37239519995637,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
39,0,39,0,,,,,0,0,0,0,,,,,,,,,42.778054900001734,42.778054900001734,42.778054900001734,42.778054900001734,42.778054900001734,o,0.45643969997763634,43.24054599995725,43.254249499877915,43.254249499877915,43.657659499906,43.657659499906,43.657659499906,21,space,1.6020853999070823,45.26894499990158,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
40,0,40,0,0,0,0,0,,,,,,,,,45.671355800004676,45.671355800004676,space,1.018655400024727,,,,,,,,,,,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
40,0,40,0,,,,,,,,,,,,,,,,,46.70129580004141,46.70129580004141,46.70129580004141,46.70129580004141,46.70129580004141,q,0.6770738998893648,47.386267399881035,47.40033779991791,,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
41,0,41,0,,,,,,,,,,,,,,,,,47.80538729997352,47.80538729997352,47.80538729997352,47.80538729997352,47.80538729997352,w,0.27213479997590184,48.08740060008131,48.1014127000235,,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
42,0,42,0,,,,,,,,,,,,,,,,,48.506999999983236,48.506999999983236,48.506999999983236,48.506999999983236,48.506999999983236,o,0.22452550008893013,48.74054929986596,48.75433459994383,,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
43,0,43,0,,,,,,,,,,,,,,,,,49.159581599989906,49.159581599989906,49.159581599989906,49.159581599989906,49.159581599989906,q,0.1483088000677526,49.31661310000345,49.33081469987519,49.33081469987519,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
44,0,44,0,,,,,,,,,,,,,,,,,49.73595099989325,49.73595099989325,49.73595099989325,49.73595099989325,49.73595099989325,p,0.1329973000101745,49.879319899948314,49.89319840003736,49.89319840003736,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
45,0,45,0,,,,,,,,,,,,,,,,,50.298808600055054,50.298808600055054,50.298808600055054,50.298808600055054,50.298808600055054,w,0.12300239992327988,50.42801889986731,50.441679399926215,50.441679399926215,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
46,0,46,0,,,,,,,,,,,,,,,,,50.84717259998433,50.84717259998433,50.84717259998433,50.84717259998433,50.84717259998433,o,0.10813349997624755,50.96246589999646,50.97640990000218,50.97640990000218,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
47,0,47,0,,,,,,,,,,,,,,,,,51.38183219986968,51.38183219986968,51.38183219986968,51.38183219986968,51.38183219986968,q,0.07675629993900657,51.469510399969295,51.48350770003162,51.48350770003162,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
48,0,48,0,,,,,,,,,,,,,,,,,51.88872960000299,51.88872960000299,51.88872960000299,51.88872960000299,51.88872960000299,o,0.12352270004339516,52.01879050000571,52.032032599905506,52.032032599905506,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
49,0,49,0,,,,,,,,,,,,,,,,,52.43795230006799,52.43795230006799,52.43795230006799,52.43795230006799,52.43795230006799,w,0.08972140005789697,52.53221129998565,52.5460453000851,52.5460453000851,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
50,0,50,0,,,,,,,,,,,,,,,,,52.95130389998667,52.95130389998667,52.95130389998667,52.95130389998667,52.95130389998667,p,0.04868789995089173,53.004255699925125,53.01838489994407,53.01838489994407,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
51,0,51,0,,,,,,,,,,,,,,,,,53.423598000081256,53.423598000081256,53.423598000081256,53.423598000081256,53.423598000081256,q,0.1447644999716431,53.573612899985164,53.5876235999167,53.5876235999167,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
52,0,52,0,,,,,,,,,,,,,,,,,53.993101600091904,53.993101600091904,53.993101600091904,53.993101600091904,53.993101600091904,o,0.08114139991812408,54.08056310005486,54.094643099932,54.094643099932,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
53,0,53,0,,,,,,,,,,,,,,,,,54.500559099949896,54.500559099949896,54.500559099949896,54.500559099949896,54.500559099949896,w,0.1194454999640584,54.62920069997199,54.643113600090146,54.643113600090146,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
54,0,54,0,,,,,,,,,,,,,,,,,55.04832269996405,55.04832269996405,55.04832269996405,55.04832269996405,55.04832269996405,o,0.07856809999793768,55.13631869992241,55.15015839994885,,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
55,0,55,0,,,,,,,,,,,,,,,,,55.55557839991525,55.55557839991525,55.55557839991525,55.55557839991525,55.55557839991525,q,0.14403570001013577,55.70558919990435,55.7195351999253,55.7195351999253,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
56,0,56,0,,,,,,,,,,,,,,,,,56.12514039990492,56.12514039990492,56.12514039990492,56.12514039990492,56.12514039990492,p,0.11868180008605123,56.2481497998815,56.26116680004634,56.26116680004634,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
57,0,57,0,,,,,,,,,,,,,,,,,56.66664579999633,56.66664579999633,56.66664579999633,56.66664579999633,56.66664579999633,w,0.08841610001400113,56.761236999882385,56.77510319999419,,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
58,0,58,0,,,,,,,,,,,,,,,,,57.18045310000889,57.18045310000889,57.18045310000889,57.18045310000889,57.18045310000889,o,0.11823460017330945,57.302891599945724,57.316701400093734,57.316701400093734,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
59,0,59,0,,,,,0,0,0,0,,,,,,,,,57.722627100069076,57.722627100069076,57.722627100069076,57.722627100069076,57.722627100069076,q,0.11441919999197125,57.844643800053746,57.85867689992301,57.85867689992301,58.26157430000603,58.26157430000603,58.26157430000603,872,space,2.406476099975407,60.67899779998697,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
60,0,60,0,0,0,0,0,,,,,,,,,61.081248299917206,61.081248299917206,space,2.4294579999987036,,,,,,,,,,,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
60,0,60,0,,,,,,,,,,,,,,,,,63.520896499976516,63.520896499976516,63.520896499976516,63.520896499976516,63.520896499976516,q,0.7062039999291301,64.23323359992355,64.24738939991221,64.24738939991221,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
61,0,61,0,,,,,,,,,,,,,,,,,64.65252889995463,64.65252889995463,64.65252889995463,64.65252889995463,64.65252889995463,w,0.15950409998185933,64.81702840002254,64.83061160007492,64.83061160007492,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
62,0,62,0,,,,,,,,,,,,,,,,,65.23582579987124,65.23582579987124,65.23582579987124,65.23582579987124,65.23582579987124,o,0.14100120007060468,65.3864251000341,65.40026649995707,,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
63,0,63,0,,,,,,,,,,,,,,,,,65.80533439991996,65.80533439991996,65.80533439991996,65.80533439991996,65.80533439991996,q,0.09705490013584495,65.90688330004923,65.92090469994582,65.92090469994582,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
64,0,64,0,,,,,,,,,,,,,,,,,66.32609539991245,66.32609539991245,66.32609539991245,66.32609539991245,66.32609539991245,p,0.14535180013626814,66.47660010005347,66.49033860000782,66.49033860000782,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
65,0,65,0,,,,,,,,,,,,,,,,,66.89568779990077,66.89568779990077,66.89568779990077,66.89568779990077,66.89568779990077,p,0.14033190021291375,67.04591479990631,67.05976530001499,,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
66,0,66,0,,,,,,,,,,,,,,,,,67.46543239988387,67.46543239988387,67.46543239988387,67.46543239988387,67.46543239988387,p,0.11308340006507933,67.5875820000656,67.60151559999213,67.60151559999213,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
67,0,67,0,,,,,,,,,,,,,,,,,68.0072731000837,68.0072731000837,68.0072731000837,68.0072731000837,68.0072731000837,w,0.14925519982352853,68.16462219995447,68.17791169998236,68.17791169998236,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
68,0,68,0,,,,,,,,,,,,,,,,,68.58342360006645,68.58342360006645,68.58342360006645,68.58342360006645,68.58342360006645,o,0.12069289991632104,68.71237040008418,68.72653079987504,68.72653079987504,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
69,0,69,0,,,,,,,,,,,,,,,,,69.13179440004751,69.13179440004751,69.13179440004751,69.13179440004751,69.13179440004751,q,0.024198299972340465,69.16388919996098,69.17798859998584,69.17798859998584,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
70,0,70,0,,,,,,,,,,,,,,,,,69.58325999998488,69.58325999998488,69.58325999998488,69.58325999998488,69.58325999998488,p,0.026044299826025963,69.61590459989384,69.62922049988993,69.62922049988993,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
71,0,71,0,,,,,,,,,,,,,,,,,70.03503379994072,70.03503379994072,70.03503379994072,70.03503379994072,70.03503379994072,p,0.07284380006603897,70.1153754000552,70.1291457999032,70.1291457999032,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
72,0,72,0,,,,,,,,,,,,,,,,,70.53484619990923,70.53484619990923,70.53484619990923,70.53484619990923,70.53484619990923,w,0.08127439999952912,70.62265540007502,70.63624559994787,70.63624559994787,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
73,0,73,0,,,,,,,,,,,,,,,,,71.04174409992993,71.04174409992993,71.04174409992993,71.04174409992993,71.04174409992993,o,0.09510000003501773,71.14306070003659,71.15734159993008,71.15734159993008,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
74,0,74,0,,,,,,,,,,,,,,,,,71.56246459996328,71.56246459996328,71.56246459996328,71.56246459996328,71.56246459996328,q,0.04239460011012852,71.61534680007026,71.62931160000153,,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
75,0,75,0,,,,,,,,,,,,,,,,,72.03557939990424,72.03557939990424,72.03557939990424,72.03557939990424,72.03557939990424,p,0.050276099937036633,72.09446440008469,72.10836389986798,72.10836389986798,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
76,0,76,0,,,,,,,,,,,,,,,,,72.51402570004575,72.51402570004575,72.51402570004575,72.51402570004575,72.51402570004575,p,0.031451799906790257,72.55282049998641,72.56671980000101,72.56671980000101,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
77,0,77,0,,,,,,,,,,,,,,,,,72.97212420008145,72.97212420008145,72.97212420008145,72.97212420008145,72.97212420008145,q,0.013519599800929427,72.9901652999688,73.00407480006106,,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
78,0,78,0,,,,,,,,,,,,,,,,,73.40960610006005,73.40960610006005,73.40960610006005,73.40960610006005,73.40960610006005,p,0.017430400010198355,73.43493800004944,73.44861550000496,,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
79,0,79,0,,,,,0,0,0,0,,,,,,,,,73.85449100006372,73.85449100006372,73.85449100006372,73.85449100006372,73.85449100006372,w,0.015387099934741855,73.87904349993914,73.89314689999446,73.89314689999446,74.29628599993885,74.29628599993885,74.29628599993885,2830 ,space,3.1816306998953223,77.49059599987231,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
79,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
80,0,80,0,0,0,0,0,,,,,,,,,77.89412630000152,77.89412630000152,space,2.668426999822259,,,,,,,,,,,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
80,0,80,0,,,,,,,,,,,,,,,,,80.57611760008149,80.57611760008149,80.57611760008149,80.57611760008149,80.57611760008149,q,0.5901306001469493,81.17133080004714,81.18474570009857,81.18474570009857,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
81,0,81,0,,,,,,,,,,,,,,,,,81.59026960004121,81.59026960004121,81.59026960004121,81.59026960004121,81.59026960004121,o,0.001119100023061037,81.60135779995471,81.6153535998892,,,,,,,,,,ww,xx,2023-04-13_23h27.28.643,bandit task,2022.2.5,143.67609649673227,
