Roll Number, Payoff Condition, Trial Number, Total Reward, Repeat Choices
012, Low Var, 12, 720.4050010145038, 8
012, Low Var, 14, 851.3595582926172, 10
012, Low Var, 16, 975.699950499546, 12
012, Low Var, 18, 1112.4667458931176, 14
012, Low Var, 0, 41.04007072189705, 0
012, Low Var, 2, 133.13222526979976, 0
012, Low Var, 4, 256.3067062408112, 1
012, Low Var, 6, 371.8789908281716, 3
012, Low Var, 8, 497.54422744595007, 5
012, Low Var, 10, 622.274889981225, 7
012, Low Var, 12, 737.2988723301971, 9
012, Low Var, 14, 860.6337783064176, 11
012, Low Var, 16, 983.8119067072823, 13
012, Low Var, 18, 1108.3123778591178, 15
012, High Var, 0, 57.787735781956506, 0
012, High Var, 2, 143.1796673044057, 0
012, High Var, 4, 263.768470742625, 1
012, High Var, 6, 378.6258816015869, 1
012, High Var, 8, 495.061151487615, 3
012, High Var, 10, 612.6064980737862, 5
012, High Var, 12, 733.9770202912302, 7
012, High Var, 14, 864.5052541439364, 7
012, High Var, 16, 1013.6578279275222, 8
012, High Var, 18, 1124.4168393067007, 9
012, Equal Means, 0, 42.82418751957705, 0
012, Equal Means, 2, 129.73760295916617, 0
012, Equal Means, 4, 226.7187003630086, 0
012, Equal Means, 6, 347.40680755136304, 1
012, Equal Means, 8, 466.72113933015476, 3
012, Equal Means, 10, 590.8831171206552, 5
012, Equal Means, 12, 717.145144734749, 7
012, Equal Means, 14, 845.4993287390776, 9
012, Equal Means, 16, 969.7236611400801, 11
012, Equal Means, 18, 1089.4216440032328, 13
012, Equal Means, 0, 30.516623721608084, 0
012, Equal Means, 2, 127.10578454642418, 0
012, Equal Means, 4, 242.74700019209055, 0
012, Equal Means, 6, 373.0452484139464, 2
012, Equal Means, 8, 487.1150363107794, 4
012, Equal Means, 10, 610.8880283137757, 6
012, Equal Means, 12, 732.0695379388706, 8
012, Equal Means, 14, 854.0419905071918, 10
012, Equal Means, 16, 976.6726864341847, 12
012, Equal Means, 18, 1091.0645989093914, 14
013, IOWA, 0, 45.83450032528543, 0
013, IOWA, 2, 146.7244147062509, 1
013, IOWA, 4, 263.47347429345996, 1
013, IOWA, 6, 382.71067237866697, 2
013, IOWA, 8, 482.7767740113466, 2
013, IOWA, 10, 562.7869855207197, 3
013, IOWA, 12, 678.6262302355578, 3
013, IOWA, 14, 806.411780764181, 4
013, IOWA, 16, 935.3634170000489, 6
013, IOWA, 18, 1004.1063310311445, 7
013, Equal Means, 0, 28.85882172194986, 0
013, Equal Means, 2, 143.10571287635406, 0
013, Equal Means, 4, 244.84903695738774, 0
013, Equal Means, 6, 352.8879385169981, 0
013, Equal Means, 8, 475.15417597814485, 1
013, Equal Means, 10, 583.5170391662475, 1
013, Equal Means, 12, 689.1975797759081, 1
013, Equal Means, 14, 788.7434179006988, 1
013, Equal Means, 16, 918.8283142419518, 1
013, Equal Means, 18, 1010.4983886964853, 1
013, IOWA, 0, 65.18917961301318, 0
013, IOWA, 2, 221.27415039189214, 2
013, IOWA, 4, 303.8920591335219, 2
013, IOWA, 6, 427.3150671515194, 2
013, IOWA, 8, 525.4807324406767, 3
013, IOWA, 10, 638.1188166658707, 3
013, IOWA, 12, 781.8805239813051, 3
013, IOWA, 14, 894.2774542161668, 4
013, IOWA, 16, 1039.5540383512644, 6
013, IOWA, 18, 1158.2328966873038, 8
013, Equal Means, 0, 42.683479000627855, 0
013, Equal Means, 2, 162.6855159835854, 0
013, Equal Means, 4, 257.0947613774905, 0
013, Equal Means, 6, 379.99179389275196, 1
013, Equal Means, 8, 507.4032628386529, 3
013, Equal Means, 10, 618.6717001626743, 3
013, Equal Means, 12, 769.3375829758891, 5
013, Equal Means, 14, 915.3207799821066, 7
013, Equal Means, 16, 1044.9354327874603, 9
013, Equal Means, 18, 1148.887602913435, 10
013, Low Var, 0, 65.74002418637399, 0
013, Low Var, 2, 184.50768821182447, 1
013, Low Var, 4, 290.25716485815894, 1
013, Low Var, 6, 419.7030150478401, 2
013, Low Var, 8, 518.3215951651484, 3
013, Low Var, 10, 627.7656658357165, 3
013, Low Var, 12, 752.4279340488555, 4
013, Low Var, 14, 870.3161435407101, 5
013, Low Var, 16, 974.1225313229949, 5
013, Low Var, 18, 1114.3474485433542, 7
013, High Var, 0, 48.76862693893352, 0
013, High Var, 2, 159.62116981303348, 0
013, High Var, 4, 263.7308015612869, 0
013, High Var, 6, 348.1016230783877, 0
013, High Var, 8, 471.7776212547809, 0
013, High Var, 10, 584.7960365195127, 0
013, High Var, 12, 692.9177049782026, 0
013, High Var, 14, 846.1684360282372, 1
013, High Var, 16, 981.4598725492908, 3
013, High Var, 18, 1118.6345477553987, 5
013, IOWA, 0, 35.42454209255859, 0
013, IOWA, 2, 143.9170788742762, 0
013, IOWA, 4, 251.25759351763682, 0
013, IOWA, 6, 366.1384213311916, 0
013, IOWA, 8, 499.43130410570154, 2
013, IOWA, 10, 629.077369072631, 3
013, IOWA, 12, 760.7087238920519, 5
013, IOWA, 14, 890.1214308457322, 7
013, IOWA, 16, 1013.3206122648403, 9
013, IOWA, 18, 1146.3863457959178, 11
013, Equal Means, 0, 46.056474008541336, 0
013, Equal Means, 2, 163.17922186737482, 0
013, Equal Means, 4, 312.2390601497365, 0
013, Equal Means, 6, 430.14004455879854, 1
013, Equal Means, 8, 499.7736960914739, 1
013, Equal Means, 10, 613.9607082277048, 1
013, Equal Means, 12, 744.3447352189152, 2
013, Equal Means, 14, 825.9553306403047, 3
013, Equal Means, 16, 964.9030732669262, 4
013, Equal Means, 18, 1097.2325933834288, 6
013, Low Var, 0, 58.7470817150107, 0
013, Low Var, 2, 168.77594892481784, 0
013, Low Var, 4, 262.1180395516664, 0
013, Low Var, 6, 375.69163456493845, 0
013, Low Var, 8, 481.4770454860333, 1
013, Low Var, 10, 609.3441516440637, 2
013, Low Var, 12, 727.122649054431, 3
013, Low Var, 14, 862.721877687331, 4
013, Low Var, 16, 987.4477137569861, 6
013, Low Var, 18, 1115.9756868722577, 7
013, IOWA, 0, 61.67523126418636, 0
013, IOWA, 2, 180.8225590362475, 0
013, IOWA, 4, 289.33544820724126, 0
013, IOWA, 6, 404.97417182091516, 0
013, IOWA, 8, 522.6286076162767, 0
013, IOWA, 10, 625.9631427465367, 2
013, IOWA, 12, 757.3186224941612, 3
013, IOWA, 14, 893.4968421560325, 5
013, IOWA, 16, 1020.2492773047437, 7
013, IOWA, 18, 1107.1042518907611, 7
013, High Var, 0, 44.61330457590774, 0
013, High Var, 2, 150.21038904057733, 0
013, High Var, 4, 266.7369596113331, 0
013, High Var, 6, 371.2228685420071, 0
013, High Var, 8, 481.7107431772591, 0
013, High Var, 10, 557.481375915817, 0
013, High Var, 12, 680.6248053901691, 1
013, High Var, 14, 803.6384130907254, 2
013, High Var, 16, 939.1421463409777, 4
013, High Var, 18, 1060.7531775402356, 6
013, High Var, 0, 60.71718595148299, 0
013, High Var, 2, 167.95713399617122, 1
013, High Var, 4, 250.80988002335295, 1
013, High Var, 6, 381.799162124253, 2
013, High Var, 8, 513.360941080375, 4
013, High Var, 10, 644.8905960201716, 6
013, High Var, 12, 769.9194453734608, 7
013, High Var, 14, 868.362340720547, 7
013, High Var, 16, 997.5130365417232, 8
013, High Var, 18, 1123.216732239206, 10
014, IOWA, 0, 49.72215192540044, 0
014, IOWA, 2, 121.96727488871815, 1
014, IOWA, 4, 259.64645715019947, 1
014, IOWA, 6, 378.7808584859446, 2
014, IOWA, 8, 510.6300857990184, 4
014, IOWA, 10, 648.2843015097211, 5
014, IOWA, 12, 773.9618273960582, 5
014, IOWA, 14, 847.7338002196111, 5
014, IOWA, 16, 973.9340184438304, 6
014, IOWA, 18, 1110.205435224627, 7
014, High Var, 0, 70.67265093173629, 0
014, High Var, 2, 207.62735241581072, 2
014, High Var, 4, 313.4445096225216, 2
014, High Var, 6, 419.8132200859678, 2
014, High Var, 8, 524.234661811399, 2
014, High Var, 10, 646.9641533080625, 3
014, High Var, 12, 770.038630948533, 3
014, High Var, 14, 904.4177704286872, 4
014, High Var, 16, 1034.2710495278764, 6
014, High Var, 18, 1167.7032412413428, 8
014, IOWA, 0, 52.20225497774043, 0
014, IOWA, 2, 158.692913174977, 1
014, IOWA, 4, 273.3586625253601, 1
014, IOWA, 6, 408.32269990146114, 1
014, IOWA, 8, 532.0010499189667, 1
014, IOWA, 10, 646.4490970733935, 1
014, IOWA, 12, 762.7018215198108, 1
014, IOWA, 14, 899.5821851218209, 1
014, IOWA, 16, 1040.2848734653448, 1
014, IOWA, 18, 1157.8638016397542, 1
014, Equal Means, 0, 61.4949980113436, 0
014, Equal Means, 2, 147.1338863071774, 0
014, Equal Means, 4, 265.0441762126485, 0
014, Equal Means, 6, 398.8540175325657, 0
014, Equal Means, 8, 529.32203529114, 0
014, Equal Means, 10, 678.6279164111966, 0
014, Equal Means, 12, 792.0778593828059, 0
014, Equal Means, 14, 918.3689280308839, 0
014, Equal Means, 16, 1035.4246328030729, 0
014, Equal Means, 18, 1156.0589862061017, 0
014, Low Var, 0, 51.07420408904754, 0
014, Low Var, 2, 163.67445194784688, 0
014, Low Var, 4, 241.5962283074927, 0
014, Low Var, 6, 370.3933090670495, 1
014, Low Var, 8, 471.4645624893075, 2
014, Low Var, 10, 585.9752124073411, 2
014, Low Var, 12, 698.2189882836363, 3
014, Low Var, 14, 795.0882791088203, 3
014, Low Var, 16, 908.4692203918786, 3
014, Low Var, 18, 1014.4065285402789, 3
014, IOWA, 0, 48.58633117909202, 0
014, IOWA, 2, 167.7835905120682, 0
014, IOWA, 4, 269.7041146368757, 0
014, IOWA, 6, 370.75017055171475, 1
014, IOWA, 8, 485.4090548708616, 1
014, IOWA, 10, 612.3237411733307, 2
014, IOWA, 12, 724.438914550532, 4
014, IOWA, 14, 829.4796356474956, 5
014, IOWA, 16, 936.1905927124477, 5
014, IOWA, 18, 1071.881736016955, 6
014, Equal Means, 0, 63.377459806223726, 0
014, Equal Means, 2, 163.4788917299707, 0
014, Equal Means, 4, 274.5670206040659, 0
014, Equal Means, 6, 401.67457973307927, 0
014, Equal Means, 8, 530.4362336350852, 0
014, Equal Means, 10, 641.2937512563909, 0
014, Equal Means, 12, 775.6675725751601, 0
014, Equal Means, 14, 900.674482681884, 0
014, Equal Means, 16, 1045.7802631257275, 0
014, Equal Means, 18, 1169.3780259188993, 1
014, Low Var, 0, 65.0702379701546, 0
014, Low Var, 2, 166.74692595211184, 0
014, Low Var, 4, 270.6092985432771, 0
014, Low Var, 6, 389.222412815262, 1
014, Low Var, 8, 504.33829902311436, 1
014, Low Var, 10, 651.1851274678418, 1
014, Low Var, 12, 776.4606300088536, 3
014, Low Var, 14, 908.0443619710052, 5
014, Low Var, 16, 1040.9027197054759, 7
014, Low Var, 18, 1156.0371897560465, 8
014, Low Var, 0, 61.961806478836564, 0
014, Low Var, 2, 167.2497749095275, 0
014, Low Var, 4, 284.6478937836032, 0
014, Low Var, 6, 416.33648445223844, 0
014, Low Var, 8, 522.0293057550475, 0
014, Low Var, 10, 636.6983328079099, 0
014, Low Var, 12, 777.5680470077112, 0
014, Low Var, 14, 887.6661411460709, 1
014, Low Var, 16, 1012.6984036514741, 1
014, Low Var, 18, 1138.0481687393712, 1
014, High Var, 0, 63.37035271173076, 0
014, High Var, 2, 179.62884728986967, 0
014, High Var, 4, 280.8948023765487, 0
014, High Var, 6, 402.642057664027, 0
014, High Var, 8, 537.0201240741053, 1
014, High Var, 10, 657.2841283782666, 1
014, High Var, 12, 787.8287908349072, 2
014, High Var, 14, 910.2412899637236, 3
014, High Var, 16, 1033.3286549966647, 4
014, High Var, 18, 1161.0789401313687, 4
014, Equal Means, 0, 51.64657813452929, 0
014, Equal Means, 2, 160.30189332078703, 0
014, Equal Means, 4, 262.967661888055, 0
014, Equal Means, 6, 378.9317509482272, 1
014, Equal Means, 8, 495.03814135107973, 1
014, Equal Means, 10, 627.6883447101608, 1
014, Equal Means, 12, 735.0866832402716, 1
014, Equal Means, 14, 866.1947226449812, 1
014, Equal Means, 16, 987.5562567948533, 1
014, Equal Means, 18, 1114.5780291085125, 1
014, High Var, 0, 71.78027360816438, 0
014, High Var, 2, 178.27752622963038, 0
014, High Var, 4, 283.33557358979783, 0
014, High Var, 6, 420.5797057824271, 1
014, High Var, 8, 540.1542459166071, 3
014, High Var, 10, 657.6870873574616, 5
014, High Var, 12, 785.8528058285848, 7
014, High Var, 14, 911.3775067054685, 9
014, High Var, 16, 1038.1534581424946, 11
014, High Var, 18, 1153.210982729492, 13
015, IOWA, 0, 40.85401924432993, 0
015, IOWA, 2, 159.90520239254909, 0
015, IOWA, 4, 256.7640988964958, 0
015, IOWA, 6, 349.75783349396573, 0
015, IOWA, 8, 457.5734048920938, 2
015, IOWA, 10, 576.1687422993506, 3
015, IOWA, 12, 663.9129015479855, 3
015, IOWA, 14, 781.3180420453302, 3
015, IOWA, 16, 877.1246073146576, 3
015, IOWA, 18, 966.4734546489145, 3
015, IOWA, 0, 50.67476577361679, 0
015, IOWA, 2, 168.77899237966926, 1
015, IOWA, 4, 281.41298156038766, 2
015, IOWA, 6, 364.37028574298444, 2
015, IOWA, 8, 453.9246382904666, 2
015, IOWA, 10, 578.1544655301752, 3
015, IOWA, 12, 704.6548379715845, 4
015, IOWA, 14, 813.809114166453, 5
015, IOWA, 16, 915.899416858357, 6
015, IOWA, 18, 979.8638202953077, 6
015, High Var, 0, 48.970935371502826, 0
015, High Var, 2, 147.55912832335125, 0
015, High Var, 4, 292.7697256855115, 1
015, High Var, 6, 406.3921650116558, 2
015, High Var, 8, 527.0405560323787, 4
015, High Var, 10, 637.8779583069286, 6
015, High Var, 12, 734.207550558637, 6
015, High Var, 14, 840.695452287785, 6
015, High Var, 16, 966.1692742829206, 7
015, High Var, 18, 1066.1634942753103, 7
015, IOWA, 0, 56.86299932254535, 0
015, IOWA, 2, 173.2543435393936, 1
015, IOWA, 4, 261.43173673496096, 1
015, IOWA, 6, 368.37209384610895, 1
015, IOWA, 8, 481.79301166774894, 2
015, IOWA, 10, 580.6487820479465, 2
015, IOWA, 12, 701.6182933562761, 3
015, IOWA, 14, 824.172102769066, 5
015, IOWA, 16, 944.3298476337142, 7
015, IOWA, 18, 1056.728160290774, 8
015, High Var, 0, 64.23602447252577, 0
015, High Var, 2, 147.89922704963448, 1
015, High Var, 4, 253.1235155065055, 1
015, High Var, 6, 365.0539327783031, 2
015, High Var, 8, 471.64249684203315, 2
015, High Var, 10, 594.4689870807242, 4
015, High Var, 12, 683.6794534483648, 4
015, High Var, 14, 781.9620853827793, 4
015, High Var, 16, 878.3698228562895, 4
015, High Var, 18, 998.5750624063618, 5
015, High Var, 0, 26.96698791732105, 0
015, High Var, 2, 119.92525358430895, 0
015, High Var, 4, 220.36379682986836, 0
015, High Var, 6, 340.6340621633833, 1
015, High Var, 8, 464.70339190615425, 2
015, High Var, 10, 593.5413129636938, 2
015, High Var, 12, 700.4333590131371, 2
015, High Var, 14, 816.3849143076337, 4
015, High Var, 16, 928.3993750445036, 4
015, High Var, 18, 1014.6890400518101, 4
015, Equal Means, 0, 35.50659515992318, 0
015, Equal Means, 2, 144.36601298128087, 0
015, Equal Means, 4, 227.87977079914353, 0
015, Equal Means, 6, 320.6768297170838, 0
015, Equal Means, 8, 437.7111524526972, 1
015, Equal Means, 10, 552.1114156248836, 3
015, Equal Means, 12, 671.6159584263455, 5
015, Equal Means, 14, 783.8670979132287, 7
015, Equal Means, 16, 891.4372081655287, 8
015, Equal Means, 18, 993.4569804244858, 8
015, Equal Means, 0, 35.6631610975155, 0
015, Equal Means, 2, 107.47069278607145, 0
015, Equal Means, 4, 206.72195621799338, 0
015, Equal Means, 6, 297.6742393626111, 0
015, Equal Means, 8, 416.59026452667314, 2
015, Equal Means, 10, 503.94750027885055, 3
015, Equal Means, 12, 600.3195784992142, 3
015, Equal Means, 14, 702.2765735851012, 4
015, Equal Means, 16, 806.0838575324884, 4
015, Equal Means, 18, 927.1890235065875, 6
015, IOWA, 0, 22.794730306398804, 0
015, IOWA, 2, 109.48101829328014, 0
015, IOWA, 4, 223.954687925231, 1
015, IOWA, 6, 340.4589593142517, 3
015, IOWA, 8, 444.0323702212594, 5
015, IOWA, 10, 579.0977654936333, 6
015, IOWA, 12, 654.491881474706, 6
015, IOWA, 14, 758.8944408306094, 6
015, IOWA, 16, 863.6483902927744, 6
015, IOWA, 18, 968.0190178364934, 8
015, Low Var, 0, 63.70905261435152, 0
015, Low Var, 2, 184.2975212029118, 2
015, Low Var, 4, 316.02986118223026, 3
015, Low Var, 6, 423.49749742484175, 4
015, Low Var, 8, 531.3102899641925, 6
015, Low Var, 10, 647.1678639947486, 7
015, Low Var, 12, 748.0110314163944, 7
015, Low Var, 14, 867.1592908810802, 8
015, Low Var, 16, 980.5835358561457, 10
015, Low Var, 18, 1115.0378440390962, 10
015, Low Var, 0, 56.33872693732115, 0
015, Low Var, 2, 133.30219795710835, 0
015, Low Var, 4, 254.49804193775435, 1
015, Low Var, 6, 362.4155013141866, 3
015, Low Var, 8, 483.74225373187284, 3
015, Low Var, 10, 603.0566378620224, 3
015, Low Var, 12, 715.9907343089039, 3
015, Low Var, 14, 788.5441524197695, 3
015, Low Var, 16, 902.4290918436217, 3
015, Low Var, 18, 1043.8813785986497, 5
015, Equal Means, 0, 40.10705532513063, 0
015, Equal Means, 2, 124.67338988694642, 0
015, Equal Means, 4, 243.8674076364171, 1
015, Equal Means, 6, 338.0419085041058, 2
015, Equal Means, 8, 458.40797116398676, 2
015, Equal Means, 10, 599.8797184818409, 2
015, Equal Means, 12, 705.6973240552285, 2
015, Equal Means, 14, 819.5590441806835, 4
015, Equal Means, 16, 943.8879629983297, 4
015, Equal Means, 18, 1049.390408039883, 4
