Roll Number, Payoff Condition, Trial Count, Total Reward, Repeat Choices
007, IOWA, 6, 237.1379412911055, 2
007, IOWA, 8, 337.8464260112951, 3
007, IOWA, 10, 436.24270279804193, 5
007, IOWA, 12, 516.174502283398, 5
007, IOWA, 14, 567.4389100444104, 5
007, IOWA, 16, 668.8291785793624, 5
007, IOWA, 18, 732.8629588282167, 5
007, IOWA, 20, 792.4407202525712, 5
007, Equal Means, 0, 33.4952326121058, 0
007, Equal Means, 2, 101.02063782611731, 1
007, Equal Means, 4, 172.76748895897123, 2
007, Equal Means, 6, 246.58292070455357, 2
007, Equal Means, 8, 315.3664789113021, 3
007, Equal Means, 10, 385.6386079078753, 4
007, Equal Means, 12, 456.32734244514864, 5
007, Equal Means, 14, 528.6037697668492, 6
007, Equal Means, 16, 601.7994341670601, 6
007, Equal Means, 18, 678.7162980729257, 7
007, Equal Means, 20, 748.2517146633371, 9
007, Low Var, 0, 39.40361629040645, 0
007, Low Var, 2, 103.99687799631664, 1
007, Low Var, 4, 146.4518407596301, 3
007, Low Var, 6, 207.25613277354628, 4
007, Low Var, 8, 272.66788775112445, 6
007, Low Var, 10, 342.7080144055243, 7
007, Low Var, 12, 400.1292212145505, 8
007, Low Var, 14, 490.43924430514625, 9
007, Low Var, 16, 587.3648946939535, 11
007, Low Var, 18, 660.613575128931, 12
007, Low Var, 20, 719.9934409618033, 12
007, High Var, 0, 35.004440236293895, 0
007, High Var, 2, 109.65032525274401, 1
007, High Var, 4, 198.22657152556073, 2
007, High Var, 6, 270.234114450831, 3
007, High Var, 8, 348.6644141898291, 4
007, High Var, 10, 404.4815494538454, 4
007, High Var, 12, 485.39542858272597, 4
007, High Var, 14, 557.8805640775752, 5
007, High Var, 16, 622.8734733888009, 5
007, High Var, 18, 719.98072858711, 6
007, High Var, 20, 787.5820205406591, 6
007, Low Var, 0, 34.87630617859149, 0
007, Low Var, 2, 91.18183102751937, 0
007, Low Var, 4, 164.38477210647602, 1
007, Low Var, 6, 241.76810416692686, 1
007, Low Var, 8, 322.4246363296149, 1
007, Low Var, 10, 416.8425989045005, 3
007, Low Var, 12, 467.47487703458665, 4
007, Low Var, 14, 540.0018894546773, 4
007, Low Var, 16, 616.6592485056264, 4
007, Low Var, 18, 684.6665284317962, 4
007, Low Var, 20, 770.2448790250128, 4
007, High Var, 0, 15.061854930056434, 0
007, High Var, 2, 90.10292388905737, 1
007, High Var, 4, 201.64479187153609, 2
007, High Var, 6, 262.496617811021, 2
007, High Var, 8, 344.7459436362699, 3
007, High Var, 10, 444.76950819764266, 3
007, High Var, 12, 517.0889808689501, 3
007, High Var, 14, 625.2642520403228, 4
007, High Var, 16, 663.3563730476366, 4
007, High Var, 18, 739.1976111176859, 4
007, High Var, 20, 838.2327108489516, 5
007, IOWA, 0, 27.910934212646747, 0
007, IOWA, 2, 96.63274685212278, 0
007, IOWA, 4, 186.7358667286124, 0
007, IOWA, 6, 279.8574929706549, 1
007, IOWA, 8, 366.9342469453808, 3
007, IOWA, 10, 456.99109102540996, 4
007, IOWA, 12, 548.571343607965, 6
007, IOWA, 14, 602.7966320821178, 7
007, IOWA, 16, 655.4132388018935, 9
007, IOWA, 18, 733.3388174710329, 10
007, IOWA, 20, 782.4520619373629, 12
007, Equal Means, 0, 37.32537460261719, 0
007, Equal Means, 2, 103.24658691127193, 2
007, Equal Means, 4, 176.9589242701574, 4
007, Equal Means, 6, 243.64439466036424, 6
007, Equal Means, 8, 313.66799448823394, 7
007, Equal Means, 10, 385.2213682862956, 9
007, Equal Means, 12, 455.98268643824235, 11
007, Equal Means, 14, 515.4861965756274, 12
007, Equal Means, 16, 587.0975593357326, 13
007, Equal Means, 18, 665.7098966432707, 13
007, Equal Means, 20, 745.894556905521, 14
007, High Var, 0, 58.35760241324958, 0
007, High Var, 2, 107.52121212607243, 1
007, High Var, 4, 209.99207387890652, 2
007, High Var, 6, 299.0019121667864, 3
007, High Var, 8, 361.0251110539389, 4
007, High Var, 10, 443.38831600852734, 5
007, High Var, 12, 493.24805777985335, 6
007, High Var, 14, 584.5004726566066, 7
007, High Var, 16, 702.6185845214058, 8
007, High Var, 18, 766.2459765612559, 9
007, High Var, 20, 822.1433789850854, 9
007, Low Var, 0, 25.94207251278992, 0
007, Low Var, 2, 105.88907223759458, 1
007, Low Var, 4, 177.73089819261241, 3
007, Low Var, 6, 244.38339184321006, 5
007, Low Var, 8, 315.95459293978547, 7
007, Low Var, 10, 375.1932550385375, 8
007, Low Var, 12, 451.22376553009684, 8
007, Low Var, 14, 539.5826012700463, 10
007, Low Var, 16, 637.2819449032429, 12
007, Low Var, 18, 710.5341076348031, 13
007, Low Var, 20, 791.2520453832952, 13
007, IOWA, 0, 23.494734309835472, 0
007, IOWA, 2, 87.25392238451849, 0
007, IOWA, 4, 180.11596546325677, 1
007, IOWA, 6, 288.5260406054431, 3
007, IOWA, 8, 392.98620328068836, 5
008, IOWA, 0, 30.264421038338707, 0
008, IOWA, 2, 96.08235903159056, 2
008, IOWA, 4, 160.25452677653283, 4
008, IOWA, 6, 222.76624365972535, 6
008, IOWA, 8, 309.252312294207, 7
008, IOWA, 10, 407.8433733419593, 7
008, IOWA, 12, 495.17060627725874, 7
008, IOWA, 14, 603.8034758070727, 8
008, IOWA, 16, 718.1386081922846, 8
008, IOWA, 18, 813.6260416957008, 10
008, IOWA, 20, 921.9870800276511, 11
008, IOWA, 0, 59.35215758859529, 0
008, IOWA, 2, 168.18546539773888, 0
008, IOWA, 4, 280.59671368373984, 0
008, IOWA, 6, 379.79534303479943, 0
008, IOWA, 8, 485.7878770751466, 0
008, IOWA, 10, 547.4190760720056, 1
008, IOWA, 12, 652.3894810958986, 2
008, IOWA, 14, 737.4568994366002, 3
008, IOWA, 16, 848.5088854391196, 4
008, IOWA, 18, 953.8928211212368, 6
008, IOWA, 20, 1061.212393772192, 7
008, Low Var, 0, 55.28057292344634, 0
008, Low Var, 2, 154.45772298184175, 0
008, Low Var, 4, 241.5859256405861, 0
008, Low Var, 6, 339.22634545410943, 2
008, Low Var, 8, 439.57270810067956, 4
008, Low Var, 10, 542.7989122427665, 6
008, Low Var, 12, 644.1772894961816, 8
008, Low Var, 14, 747.9997463418999, 10
008, Low Var, 16, 844.3599537660157, 10
008, Low Var, 18, 952.2264060500136, 12
008, Low Var, 20, 1061.5020823318139, 14
008, High Var, 0, 57.952222396239456, 0
008, High Var, 2, 169.7572380405682, 2
008, High Var, 4, 252.53608165755224, 3
008, High Var, 6, 336.555593650223, 5
008, High Var, 8, 403.4367939697054, 5
008, High Var, 10, 478.3561990398943, 7
008, High Var, 12, 556.1845109330925, 7
008, High Var, 14, 655.510122344173, 9
008, High Var, 16, 763.2712286536785, 11
008, High Var, 18, 856.2630205605913, 12
008, High Var, 20, 939.1164878193983, 13
008, High Var, 0, 33.96551875665725, 0
008, High Var, 2, 114.78939915203443, 0
008, High Var, 4, 227.15778000215374, 2
008, High Var, 6, 347.4491890861649, 4
008, High Var, 8, 452.2394307393424, 6
008, High Var, 10, 556.7864136628913, 8
008, High Var, 12, 666.020097843782, 10
008, High Var, 14, 759.1005690741949, 12
008, High Var, 16, 855.8957466253831, 14
008, High Var, 18, 923.9728826042201, 14
008, High Var, 20, 1031.36169460085, 15
008, IOWA, 0, 52.24034833310336, 0
008, IOWA, 2, 136.2470454235683, 0
008, IOWA, 4, 250.4536497593222, 2
008, IOWA, 6, 316.7436435734476, 3
008, IOWA, 8, 418.9156941771784, 4
008, IOWA, 10, 484.4311570880599, 4
008, IOWA, 12, 598.366981519004, 6
008, IOWA, 14, 702.9856656942067, 8
008, IOWA, 16, 804.3794600562447, 10
008, IOWA, 18, 914.5194444355549, 10
008, IOWA, 20, 1024.5869852777844, 11
008, Equal Means, 0, 43.68016558431725, 0
008, Equal Means, 2, 128.68944427787372, 1
008, Equal Means, 4, 231.64167647445115, 2
008, Equal Means, 6, 319.38893946771566, 3
008, Equal Means, 8, 386.04866648949053, 3
008, Equal Means, 10, 466.0050267448107, 3
008, Equal Means, 12, 545.8635814457214, 3
008, Equal Means, 14, 633.2291993475628, 4
008, Equal Means, 16, 721.1381760276254, 6
008, Equal Means, 18, 805.5191832932073, 8
008, Equal Means, 20, 900.3738494495713, 10
008, Equal Means, 0, 40.29374325107588, 0
008, Equal Means, 2, 117.24487651275365, 2
008, Equal Means, 4, 207.89305397786546, 3
008, Equal Means, 6, 296.8210995182021, 4
008, Equal Means, 8, 375.5834466101589, 4
008, Equal Means, 10, 456.7357339369152, 5
008, Equal Means, 12, 544.4799599721993, 7
008, Equal Means, 14, 620.8093726220621, 7
008, Equal Means, 16, 708.7532505013871, 7
008, Equal Means, 18, 795.3564845247528, 7
008, Equal Means, 20, 881.0413915348088, 7
008, Low Var, 0, 31.086399807242568, 0
008, Low Var, 2, 121.15547508640904, 0
008, Low Var, 4, 230.27417418790515, 1
008, Low Var, 6, 338.5515029947144, 3
008, Low Var, 8, 442.1104748148032, 5
008, Low Var, 10, 543.5822674031901, 7
008, Low Var, 12, 649.4758912421609, 9
008, Low Var, 14, 753.030466976938, 11
008, Low Var, 16, 854.6926835585587, 13
008, Low Var, 18, 925.1854577885384, 13
008, Low Var, 20, 1017.5401528037055, 13
008, Equal Means, 0, 31.44972981038376, 0
008, Equal Means, 2, 119.62862380350087, 0
008, Equal Means, 4, 190.51738867975308, 0
008, Equal Means, 6, 276.01846375966574, 0
008, Equal Means, 8, 365.3065676145592, 0
008, Equal Means, 10, 445.5129987985618, 1
008, Equal Means, 12, 538.026571067479, 3
008, Equal Means, 14, 614.8733721531336, 5
008, Equal Means, 16, 700.9949513787401, 6
008, Equal Means, 18, 789.2010172169976, 8
008, Equal Means, 20, 876.9733833925675, 9
008, IOWA, 0, 25.801711657671227, 0
008, IOWA, 2, 120.54830002449862, 0
008, IOWA, 4, 174.25422250168415, 2
008, IOWA, 6, 259.6338987343289, 2
008, IOWA, 8, 366.5930582217881, 3
008, IOWA, 10, 469.2401251177712, 5
008, IOWA, 12, 568.0463523942342, 7
008, IOWA, 14, 677.492022094696, 9
008, IOWA, 16, 777.148600138857, 11
008, IOWA, 18, 882.6157282114563, 13
008, IOWA, 20, 985.7863589443838, 15
008, High Var, 0, 37.81420024963424, 0
008, High Var, 2, 119.67305431240892, 1
008, High Var, 4, 239.8674780777738, 3
008, High Var, 6, 354.40012080365034, 5
008, High Var, 8, 468.2734482459755, 7
009, IOWA, 0, 67.97545720085185, 0
009, IOWA, 2, 144.08569162979597, 0
009, IOWA, 4, 243.51338071297215, 0
009, IOWA, 6, 351.0323922345166, 0
009, IOWA, 8, 467.10594984081064, 0
009, IOWA, 10, 578.1535891839396, 1
009, IOWA, 12, 701.2041200586759, 2
009, IOWA, 14, 818.772157971383, 2
009, IOWA, 16, 908.944571855008, 2
009, IOWA, 18, 1020.1772108492748, 2
009, IOWA, 20, 1111.4413022864612, 2
009, IOWA, 0, 54.09043769779093, 0
009, IOWA, 2, 162.4727202352849, 0
009, IOWA, 4, 264.1763704847822, 0
009, IOWA, 6, 346.9492115041189, 1
009, IOWA, 8, 468.4485836043191, 2
009, IOWA, 10, 560.0786886530208, 2
009, IOWA, 12, 678.5925584730336, 3
009, IOWA, 14, 806.8975525246439, 3
009, IOWA, 16, 895.3691666431966, 3
009, IOWA, 18, 1026.7912786183635, 4
009, IOWA, 20, 1160.8466212522553, 6
009, High Var, 0, 42.43599021590439, 0
009, High Var, 2, 172.02955677513884, 1
009, High Var, 4, 275.36226785446576, 1
009, High Var, 6, 389.17824609899384, 2
009, High Var, 8, 494.82093006775233, 3
009, High Var, 10, 604.9046872067324, 4
009, High Var, 12, 697.611854005038, 5
009, High Var, 14, 813.8272176254034, 5
009, High Var, 16, 907.8051480145299, 6
009, High Var, 18, 1047.1308070346877, 7
009, High Var, 20, 1172.0811940059348, 7
009, Equal Means, 0, 42.260441569267186, 0
009, Equal Means, 2, 155.0553703705616, 0
009, Equal Means, 4, 257.72878850945193, 2
009, Equal Means, 6, 355.84847261437517, 3
009, Equal Means, 8, 452.128331890561, 4
009, Equal Means, 10, 553.8225105187781, 4
009, Equal Means, 12, 664.5333265325963, 4
009, Equal Means, 14, 782.818278691656, 4
009, Equal Means, 16, 890.7588285501195, 5
009, Equal Means, 18, 1004.2396892245007, 5
009, Equal Means, 20, 1111.7701455108693, 5
009, Low Var, 0, 62.91426545127941, 0
009, Low Var, 2, 175.37314909940295, 1
009, Low Var, 4, 267.3670204118205, 1
009, Low Var, 6, 396.3845461656468, 2
009, Low Var, 8, 499.43032531676613, 2
009, Low Var, 10, 585.288222354243, 3
009, Low Var, 12, 701.5274666667448, 3
009, Low Var, 14, 819.0212928722897, 3
009, Low Var, 16, 930.903207009953, 3
009, Low Var, 18, 1045.0646150466373, 4
009, Low Var, 20, 1142.5380712500141, 4
009, Equal Means, 0, 60.60644930390174, 0
009, Equal Means, 2, 166.5760350671202, 1
009, Equal Means, 4, 270.9607454261297, 1
009, Equal Means, 6, 391.0183344991274, 2
009, Equal Means, 8, 492.05831797498126, 2
009, Equal Means, 10, 598.8803588064077, 4
009, Equal Means, 12, 697.4745136851722, 4
009, Equal Means, 14, 795.0057388240183, 5
009, Equal Means, 16, 893.5975231923306, 6
009, Equal Means, 18, 998.1199443680838, 6
009, Equal Means, 20, 1108.2581125541722, 7
009, High Var, 0, 49.39894582456844, 0
009, High Var, 2, 144.83986962532697, 0
009, High Var, 4, 259.84340043831645, 0
009, High Var, 6, 369.35719295417755, 0
009, High Var, 8, 465.173222174216, 0
009, High Var, 10, 600.577437113737, 2
009, High Var, 12, 707.2974551921172, 3
009, High Var, 14, 814.5426686599891, 3
009, High Var, 16, 932.0827127479819, 4
009, High Var, 18, 1039.7551067072268, 5
009, High Var, 20, 1153.7820649770483, 5
009, Equal Means, 0, 42.7154558565821, 0
009, Equal Means, 2, 150.97936735061631, 0
009, Equal Means, 4, 265.45583841124903, 0
009, Equal Means, 6, 375.8888728860538, 1
009, Equal Means, 8, 496.5298374189647, 2
009, Equal Means, 10, 608.6272247914967, 2
009, Equal Means, 12, 711.7699155912039, 2
009, Equal Means, 14, 812.2038301648495, 2
009, Equal Means, 16, 918.0591029647599, 2
009, Equal Means, 18, 1012.8915826913371, 3
009, Equal Means, 20, 1122.8436876779315, 3
009, Low Var, 0, 53.9215818451517, 0
009, Low Var, 2, 156.5026396304932, 0
009, Low Var, 4, 245.75854344719104, 0
009, Low Var, 6, 358.784305566875, 0
009, Low Var, 8, 483.5230845316033, 1
009, Low Var, 10, 590.4588862536411, 1
009, Low Var, 12, 722.9514242149987, 3
009, Low Var, 14, 847.5947224931652, 5
009, Low Var, 16, 967.2589064171639, 6
009, Low Var, 18, 1086.5733129045866, 6
009, Low Var, 20, 1212.860393644677, 7
009, IOWA, 0, 38.2460814258164, 0
009, IOWA, 2, 176.59479207761765, 1
009, IOWA, 4, 314.4496073603866, 1
009, IOWA, 6, 449.5103323734181, 1
009, IOWA, 8, 580.3414420600058, 1
009, IOWA, 10, 719.6660170809957, 1
009, IOWA, 12, 840.8889941501826, 2
009, IOWA, 14, 966.5792947172993, 3
009, IOWA, 16, 1088.828150139281, 4
009, IOWA, 18, 1198.212044867713, 5
009, IOWA, 20, 1305.9658692365097, 5
009, High Var, 0, 66.31684910129097, 0
009, High Var, 2, 165.07625980097913, 1
009, High Var, 4, 272.19250991516765, 1
009, High Var, 6, 360.006903994444, 1
009, High Var, 8, 478.1237512703284, 1
009, High Var, 10, 561.3234858352444, 1
009, High Var, 12, 662.4716595721272, 1
009, High Var, 14, 775.3526554539511, 1
009, High Var, 16, 887.5749943383437, 2
009, High Var, 18, 974.6305430029988, 2
009, High Var, 20, 1089.5609942873139, 3
009, Low Var, 0, 43.3616140995138, 0
009, Low Var, 2, 163.16731083765117, 0
009, Low Var, 4, 279.90635158387994, 0
009, Low Var, 6, 381.30716333606165, 0
009, Low Var, 8, 491.8070003381565, 0
010, IOWA, 0, 21.955223328014704, 0
010, IOWA, 2, 117.92371804545687, 0
010, IOWA, 4, 212.51166486227726, 2
010, IOWA, 6, 249.47744797797566, 2
010, IOWA, 8, 344.403650077877, 3
010, IOWA, 10, 438.468087867938, 5
010, IOWA, 12, 512.323338893844, 6
010, IOWA, 14, 605.9865030597613, 7
010, IOWA, 16, 692.9288270729345, 9
010, IOWA, 18, 784.0290284464749, 11
010, IOWA, 20, 878.8459039196283, 13
010, IOWA, 0, 25.896188172406823, 0
010, IOWA, 2, 81.05300558025581, 1
010, IOWA, 4, 179.44994801742646, 1
010, IOWA, 6, 274.89869615144227, 3
010, IOWA, 8, 318.43294594377676, 3
010, IOWA, 10, 404.6902722864596, 4
010, IOWA, 12, 471.3018353781571, 5
010, IOWA, 14, 560.9007315916393, 6
010, IOWA, 16, 663.1091274226156, 7
010, IOWA, 18, 710.5730339723629, 8
010, IOWA, 20, 783.9703135789845, 8
010, High Var, 0, 27.3624211344334, 0
010, High Var, 2, 57.14509426114433, 0
010, High Var, 4, 115.37093370770296, 2
010, High Var, 6, 188.61827147811454, 2
010, High Var, 8, 271.7177299125489, 4
010, High Var, 10, 371.5612967842552, 6
010, High Var, 12, 452.60612666781833, 8
010, High Var, 14, 549.9237037200153, 10
010, High Var, 16, 622.1189682956998, 12
010, High Var, 18, 727.3046395177039, 14
010, High Var, 20, 845.3811808125306, 16
010, Low Var, 0, 32.09847516195997, 0
010, Low Var, 2, 87.80993748562817, 0
010, Low Var, 4, 170.73068822216095, 1
010, Low Var, 6, 259.37957059528526, 3
010, Low Var, 8, 342.51495904176386, 5
010, Low Var, 10, 428.5706799346824, 7
010, Low Var, 12, 510.60634838868947, 7
010, Low Var, 14, 568.8826676570224, 7
010, Low Var, 16, 641.228794978515, 7
010, Low Var, 18, 702.5631294963835, 7
010, Low Var, 20, 762.6580975569439, 7
010, IOWA, 0, 39.6030712013836, 0
010, IOWA, 2, 130.01881956808793, 2
010, IOWA, 4, 222.0134206308963, 4
010, IOWA, 6, 253.67503261254055, 4
010, IOWA, 8, 333.7345883656301, 5
010, IOWA, 10, 429.2796910366985, 7
010, IOWA, 12, 519.4742791848095, 9
010, IOWA, 14, 606.4482467901962, 11
010, IOWA, 16, 684.0097366742158, 13
010, IOWA, 18, 765.4883128428223, 13
010, IOWA, 20, 854.9921923737728, 13
010, High Var, 0, 34.6612729640835, 0
010, High Var, 2, 85.45829588947375, 0
010, High Var, 4, 166.70685809457322, 0
010, High Var, 6, 254.6482225067454, 0
010, High Var, 8, 327.2368002526546, 0
010, High Var, 10, 415.8574099196526, 0
010, High Var, 12, 487.9940674359715, 0
010, High Var, 14, 592.3730261278756, 0
010, High Var, 16, 668.102139178068, 1
010, High Var, 18, 751.5586200511025, 1
010, High Var, 20, 819.0884868020848, 2
010, Low Var, 0, 35.591198772591795, 0
010, Low Var, 2, 101.5485704926853, 2
010, Low Var, 4, 173.065121012922, 3
010, Low Var, 6, 238.12535626672553, 3
010, Low Var, 8, 323.048614180823, 4
010, Low Var, 10, 415.3334498474869, 6
010, Low Var, 12, 501.6543013143796, 8
010, Low Var, 14, 589.481697387234, 10
010, Low Var, 16, 675.8561911559555, 12
010, Low Var, 18, 764.9959500868486, 14
010, Low Var, 20, 849.799987836117, 16
010, Low Var, 0, 39.19420206377788, 0
010, Low Var, 2, 126.12690823200585, 2
010, Low Var, 4, 218.78722771570074, 4
010, Low Var, 6, 306.79804779107747, 6
010, Low Var, 8, 387.17614877293977, 8
010, Low Var, 10, 473.76925586961846, 10
010, Low Var, 12, 565.0861619697936, 12
010, Low Var, 14, 637.0567724272095, 12
010, Low Var, 16, 699.2862294079266, 12
010, Low Var, 18, 767.5826642436326, 13
010, Low Var, 20, 831.3616648639486, 14
010, Equal Means, 0, 38.22978578521383, 0
010, Equal Means, 2, 99.45496281060286, 0
010, Equal Means, 4, 165.22596074779676, 1
010, Equal Means, 6, 235.64469372145837, 3
010, Equal Means, 8, 294.5699429624365, 3
010, Equal Means, 10, 370.97678823680457, 3
010, Equal Means, 12, 440.26699991391735, 4
010, Equal Means, 14, 504.61233423889627, 4
010, Equal Means, 16, 570.309500057146, 4
010, Equal Means, 18, 641.1624950302038, 4
010, Equal Means, 20, 710.3026660916398, 6
010, Equal Means, 0, 35.20167457721941, 0
010, Equal Means, 2, 97.100865209079, 0
010, Equal Means, 4, 166.8065658838031, 0
010, Equal Means, 6, 238.3785182641457, 1
010, Equal Means, 8, 326.99580051817026, 1
010, Equal Means, 10, 393.1450592126695, 1
010, Equal Means, 12, 464.01095078605385, 1
010, Equal Means, 14, 544.0206323163335, 3
010, Equal Means, 16, 599.2738876095792, 4
010, Equal Means, 18, 668.8294554596581, 5
010, Equal Means, 20, 729.1391472796055, 5
010, High Var, 0, 35.57936264806006, 0
010, High Var, 2, 104.35764521427174, 0
010, High Var, 4, 199.96857229606164, 2
010, High Var, 6, 276.8669109683638, 4
010, High Var, 8, 361.84656283542137, 6
010, High Var, 10, 422.38841120758525, 8
010, High Var, 12, 488.46862454942027, 8
010, High Var, 14, 563.5128094738104, 9
010, High Var, 16, 655.520937653052, 10
010, High Var, 18, 713.1153906181387, 10
010, High Var, 20, 785.1704642218447, 10
010, Equal Means, 0, 30.451562529084732, 0
010, Equal Means, 2, 94.25999577753404, 1
010, Equal Means, 4, 163.92029003702078, 2
010, Equal Means, 6, 241.74891005859558, 3
010, Equal Means, 8, 308.4084435250998, 3
011, IOWA, 0, 26.958801566267248, 0
011, IOWA, 2, 89.64234863617091, 0
011, IOWA, 4, 185.47414982917357, 1
011, IOWA, 6, 277.89154676085957, 2
011, IOWA, 8, 404.9499961442385, 3
011, IOWA, 10, 463.41727749641694, 3
011, IOWA, 12, 543.7888363274459, 4
011, IOWA, 14, 638.596702135577, 5
011, IOWA, 16, 736.7163018191101, 6
011, IOWA, 18, 827.9473122474657, 6
011, IOWA, 20, 924.9277825519414, 7
011, IOWA, 0, 31.736265095162132, 0
011, IOWA, 2, 119.82007488384463, 1
011, IOWA, 4, 162.31111782892182, 1
011, IOWA, 6, 272.92470987248595, 2
011, IOWA, 8, 366.03595772116205, 2
011, IOWA, 10, 448.19791307827563, 2
011, IOWA, 12, 543.2841646591177, 2
011, IOWA, 14, 657.4568431779697, 2
011, IOWA, 16, 750.9584763699052, 2
011, IOWA, 18, 846.221058486652, 2
011, IOWA, 20, 929.5675172906693, 2
011, Low Var, 0, 40.21120624521103, 0
011, Low Var, 2, 126.33628013901088, 0
011, Low Var, 4, 208.42358796150393, 1
011, Low Var, 6, 292.1919545793006, 1
011, Low Var, 8, 377.6400763851221, 1
011, Low Var, 10, 438.8364123845599, 1
011, Low Var, 12, 513.913414232473, 2
011, Low Var, 14, 583.1839638504651, 3
011, Low Var, 16, 676.5910147118811, 4
011, Low Var, 18, 774.7045110666643, 6
011, Low Var, 20, 865.1938957569815, 8
011, Equal Means, 0, 35.3966644724523, 0
011, Equal Means, 2, 108.87768862899078, 1
011, Equal Means, 4, 186.0322144785399, 1
011, Equal Means, 6, 265.65731371719687, 2
011, Equal Means, 8, 337.66744848948235, 2
011, Equal Means, 10, 412.3345302325735, 2
011, Equal Means, 12, 480.1539784116872, 3
011, Equal Means, 14, 551.0658998059254, 4
011, Equal Means, 16, 622.3271768510708, 6
011, Equal Means, 18, 701.4474424584494, 7
011, Equal Means, 20, 767.1252109484954, 7
011, Equal Means, 0, 38.53045097849295, 0
011, Equal Means, 2, 112.0174976274449, 0
011, Equal Means, 4, 187.25020729709553, 0
011, Equal Means, 6, 259.84495725890224, 1
011, Equal Means, 8, 329.64690672767637, 2
011, Equal Means, 10, 408.3252488810129, 3
011, Equal Means, 12, 481.59067557700234, 5
011, Equal Means, 14, 557.4204108632649, 7
011, Equal Means, 16, 625.6885094435031, 9
011, Equal Means, 18, 698.2913696211967, 11
011, Equal Means, 20, 765.8837909523719, 12
011, IOWA, 0, 11.42620828469888, 0
011, IOWA, 2, 109.00290291951723, 1
011, IOWA, 4, 196.66698399507135, 1
011, IOWA, 6, 294.8184251097526, 3
011, IOWA, 8, 379.9697969891044, 5
011, IOWA, 10, 469.9681993242631, 7
011, IOWA, 12, 570.2957330601423, 9
011, IOWA, 14, 663.7676400703458, 11
011, IOWA, 16, 763.2909794669374, 13
011, IOWA, 18, 862.0572023511601, 15
011, IOWA, 20, 953.4039250552968, 17
011, Low Var, 0, 43.35268759977572, 0
011, Low Var, 2, 115.1596308766116, 2
011, Low Var, 4, 181.29595631444613, 3
011, Low Var, 6, 257.27917729043156, 3
011, Low Var, 8, 356.96046468179526, 5
011, Low Var, 10, 452.5786313155362, 7
011, Low Var, 12, 550.6215481265513, 9
011, Low Var, 14, 650.6636350407435, 11
011, Low Var, 16, 744.1226036472201, 13
011, Low Var, 18, 839.684245856742, 15
011, Low Var, 20, 933.9127528360228, 17
011, High Var, 0, 42.707950093063054, 0
011, High Var, 2, 121.59836882358044, 2
011, High Var, 4, 227.5584291010174, 4
011, High Var, 6, 307.65018875427904, 6
011, High Var, 8, 369.4622211894553, 8
011, High Var, 10, 435.85034514273434, 10
011, High Var, 12, 500.62228700967364, 12
011, High Var, 14, 616.2334734512011, 13
011, High Var, 16, 688.8217950787408, 15
011, High Var, 18, 777.7255067844366, 17
011, High Var, 20, 852.3861903681063, 19
011, High Var, 0, 35.51735405132361, 0
011, High Var, 2, 57.53329855304513, 1
011, High Var, 4, 153.11816368419127, 2
011, High Var, 6, 246.26233023706652, 4
011, High Var, 8, 354.8566964230962, 6
011, High Var, 10, 466.4993816159128, 8
011, High Var, 12, 563.4790084681867, 10
011, High Var, 14, 661.8592433585812, 12
011, High Var, 16, 753.9820033861475, 13
011, High Var, 18, 838.2930781467113, 14
011, High Var, 20, 958.629414668972, 16
011, Equal Means, 0, 35.41569739065787, 0
011, Equal Means, 2, 127.15829756456523, 1
011, Equal Means, 4, 190.27670098410545, 1
011, Equal Means, 6, 269.45203757242746, 3
011, Equal Means, 8, 331.8131240616934, 5
011, Equal Means, 10, 410.3448808916523, 6
011, Equal Means, 12, 497.7567961748927, 8
011, Equal Means, 14, 581.5845786843792, 10
011, Equal Means, 16, 654.8309140127925, 11
011, Equal Means, 18, 718.5260977699301, 12
011, Equal Means, 20, 795.8562785131894, 14
011, High Var, 0, 14.963183032093301, 0
011, High Var, 2, 122.03613389341456, 1
011, High Var, 4, 201.63002872922786, 3
011, High Var, 6, 269.7769796586554, 5
011, High Var, 8, 369.71728793385785, 7
011, High Var, 10, 486.13895588551117, 9
011, High Var, 12, 588.8794336576103, 11
011, High Var, 14, 679.3588069265742, 13
011, High Var, 16, 798.2002165612035, 15
011, High Var, 18, 877.0112897493655, 17
011, High Var, 20, 975.7203051696052, 19
011, IOWA, 0, 44.68769123189147, 0
011, IOWA, 2, 108.29057771349665, 2
011, IOWA, 4, 156.94259744902376, 4
011, IOWA, 6, 225.244461035162, 6
011, IOWA, 8, 323.8928724116287, 7
012, IOWA, 0, 49.19958358690131, 0
012, IOWA, 2, 192.00478899487177, 0
012, IOWA, 4, 310.2867466659752, 0
012, IOWA, 6, 449.9346485012895, 0
012, IOWA, 8, 559.4559832076264, 0
012, IOWA, 10, 702.5141767037852, 1
012, IOWA, 12, 832.7933091894919, 2
012, IOWA, 14, 936.915230212183, 2
012, IOWA, 16, 1053.3048576852466, 3
012, IOWA, 18, 1226.9385883592338, 4
012, IOWA, 20, 1364.2568856062537, 4
012, IOWA, 0, 68.25212249170634, 0
012, IOWA, 2, 213.68922140662295, 1
012, IOWA, 4, 316.70900486853935, 1
012, IOWA, 6, 444.9990200485121, 1
012, IOWA, 8, 571.3653269683388, 1
012, IOWA, 10, 696.6041314241038, 1
012, IOWA, 12, 817.1125657159313, 1
012, IOWA, 14, 954.9550514315421, 1
012, IOWA, 16, 1096.832369817353, 3
