Roll Number, Payoff Condition, Trial Count, Total Reward, Repeat Choices
012, IOWA, 18, 1234.9510286951077, 5
012, IOWA, 20, 1354.908561011764, 6
012, Equal Means, 0, 54.98033996570759, 0
012, Equal Means, 2, 178.2619579431105, 1
012, Equal Means, 4, 288.1631486937122, 2
012, Equal Means, 6, 394.64505150110665, 3
012, Equal Means, 8, 524.9620764371799, 4
012, Equal Means, 10, 629.5558627929261, 5
012, Equal Means, 12, 748.5141772974947, 5
012, Equal Means, 14, 867.4982257379004, 5
012, Equal Means, 16, 992.2617148737075, 5
012, Equal Means, 18, 1113.1292880956826, 5
012, Equal Means, 20, 1236.1726915065733, 6
012, High Var, 0, 82.9556344398209, 0
012, High Var, 2, 231.6817790264424, 2
012, High Var, 4, 387.52396647535807, 4
012, High Var, 6, 541.5616620367705, 6
012, High Var, 8, 666.1766272265182, 7
012, High Var, 10, 804.974365714254, 8
012, High Var, 12, 952.1898601954198, 8
012, High Var, 14, 1038.979012400086, 8
012, High Var, 16, 1179.4398766002892, 9
012, High Var, 18, 1290.1342172108002, 10
012, High Var, 20, 1458.485296117866, 11
012, Low Var, 0, 59.4177909779403, 0
012, Low Var, 2, 176.76893472366243, 2
012, Low Var, 4, 298.80458171408804, 4
012, Low Var, 6, 404.67694210616384, 5
012, Low Var, 8, 540.0578928831516, 6
012, Low Var, 10, 676.7038497392163, 8
012, Low Var, 12, 819.3002492637622, 10
012, Low Var, 14, 937.3732601185993, 11
012, Low Var, 16, 1059.7871458758837, 13
012, Low Var, 18, 1168.4204170650903, 13
012, Low Var, 20, 1293.092049782038, 15
012, High Var, 0, 53.34542303355451, 0
012, High Var, 2, 166.27081461778465, 1
012, High Var, 4, 289.4086493617675, 2
012, High Var, 6, 423.39092813140394, 2
012, High Var, 8, 542.8915726239586, 2
012, High Var, 10, 689.0604266703749, 4
012, High Var, 12, 808.6602550353363, 5
012, High Var, 14, 916.8453990889894, 7
012, High Var, 16, 1060.410422183531, 9
012, High Var, 18, 1150.7130198723526, 11
012, High Var, 20, 1308.8917791470992, 12
012, Low Var, 0, 48.69194213243452, 0
012, Low Var, 2, 191.62606052036205, 1
012, Low Var, 4, 328.70180343329605, 3
012, Low Var, 6, 442.5463937818075, 3
012, Low Var, 8, 561.0940344733852, 3
012, Low Var, 10, 655.6083906008671, 4
012, Low Var, 12, 749.8322379877899, 6
012, Low Var, 14, 873.5684877329218, 6
012, Low Var, 16, 991.6729775783595, 6
012, Low Var, 18, 1135.6052491749845, 7
012, Low Var, 20, 1274.9275667211166, 9
012, High Var, 0, 44.327240327314925, 0
012, High Var, 2, 162.405557521336, 0
012, High Var, 4, 266.3159956801298, 0
012, High Var, 6, 385.718764545567, 0
012, High Var, 8, 553.9081529791371, 2
012, High Var, 10, 676.5557465590588, 4
012, High Var, 12, 816.8602861954325, 6
012, High Var, 14, 933.5245810802804, 8
012, High Var, 16, 1066.686715622106, 9
012, High Var, 18, 1209.2750507503872, 11
012, High Var, 20, 1347.2100096469492, 13
012, Equal Means, 0, 70.79853058747892, 0
012, Equal Means, 2, 187.67490237380315, 2
012, Equal Means, 4, 308.0935562605977, 4
012, Equal Means, 6, 429.2659898213012, 5
012, Equal Means, 8, 545.9091116824015, 7
012, Equal Means, 10, 664.3112758979269, 9
012, Equal Means, 12, 771.71030881649, 10
012, Equal Means, 14, 902.0860090313004, 12
012, Equal Means, 16, 1014.7164598357406, 13
012, Equal Means, 18, 1140.007412591226, 15
012, Equal Means, 20, 1254.4747554276157, 16
012, IOWA, 0, 48.60750219297384, 0
012, IOWA, 2, 177.98835624619048, 0
012, IOWA, 4, 309.1675108004612, 1
012, IOWA, 6, 455.78299939218607, 3
012, IOWA, 8, 597.5095185938554, 5
012, IOWA, 10, 740.1733068089025, 7
012, IOWA, 12, 886.246933221837, 9
012, IOWA, 14, 984.6748518737279, 10
012, IOWA, 16, 1091.2269095603574, 12
012, IOWA, 18, 1174.06105153255, 14
012, IOWA, 20, 1315.8455076538755, 15
012, Equal Means, 0, 46.67011364412008, 0
012, Equal Means, 2, 139.73112501531125, 2
012, Equal Means, 4, 261.4112315673847, 2
012, Equal Means, 6, 386.1786952131569, 3
012, Equal Means, 8, 502.7371059541538, 5
012, Equal Means, 10, 630.8238683403684, 7
012, Equal Means, 12, 749.2120763053392, 8
012, Equal Means, 14, 877.8978840028419, 10
012, Equal Means, 16, 997.8366185637103, 12
012, Equal Means, 18, 1119.371961918594, 14
012, Equal Means, 20, 1237.9558777266395, 16
012, Low Var, 0, 62.438656192652836, 0
012, Low Var, 2, 181.89429604233783, 0
012, Low Var, 4, 321.23442098966535, 2
012, Low Var, 6, 452.1203736668415, 3
012, Low Var, 8, 586.0044774969803, 4
013, IOWA, 0, 41.846716795221845, 0
013, IOWA, 2, 152.33011654397956, 0
013, IOWA, 4, 266.8987801642291, 0
013, IOWA, 6, 369.4973571055718, 0
013, IOWA, 8, 515.0787997134048, 1
013, IOWA, 10, 651.3789729538669, 2
013, IOWA, 12, 783.040213218074, 2
013, IOWA, 14, 890.8875910519574, 3
013, IOWA, 16, 999.4104523846129, 3
013, IOWA, 18, 1153.0696584090292, 4
013, IOWA, 20, 1299.7738767077944, 6
013, IOWA, 0, 66.2186481191081, 0
013, IOWA, 2, 168.3691085773659, 1
013, IOWA, 4, 301.25999926899993, 2
013, IOWA, 6, 432.39218724381965, 4
013, IOWA, 8, 564.4405973366239, 6
013, IOWA, 10, 690.5939017451814, 8
013, IOWA, 12, 820.4509567623619, 10
013, IOWA, 14, 956.0406551243685, 11
013, IOWA, 16, 1078.8890879066987, 13
013, IOWA, 18, 1207.2070164276824, 13
013, IOWA, 20, 1332.8498405226244, 14
013, IOWA, 0, 60.404237812268065, 0
013, IOWA, 2, 191.56139050790787, 1
013, IOWA, 4, 309.4203465318338, 2
013, IOWA, 6, 398.6003269664387, 2
013, IOWA, 8, 509.6537806727888, 2
013, IOWA, 10, 617.1074086241259, 2
013, IOWA, 12, 725.2296768109511, 2
013, IOWA, 14, 864.4339495235889, 3
013, IOWA, 16, 1006.4171131328409, 5
013, IOWA, 18, 1135.434527774993, 7
013, IOWA, 20, 1291.6136586326727, 9
013, Equal Means, 0, 55.18815658546219, 0
013, Equal Means, 2, 168.20847847841804, 2
013, Equal Means, 4, 273.3170576543566, 3
013, Equal Means, 6, 397.890964412135, 4
013, Equal Means, 8, 501.23593116901867, 5
013, Equal Means, 10, 606.7611409719012, 5
013, Equal Means, 12, 715.0867920337228, 6
013, Equal Means, 14, 824.3991407977719, 6
013, Equal Means, 16, 943.5416392255484, 8
013, Equal Means, 18, 1065.8694825641433, 8
013, Equal Means, 20, 1174.105717473379, 9
013, High Var, 0, 35.89984975765143, 0
013, High Var, 2, 165.59006350831044, 0
013, High Var, 4, 272.89520185948504, 2
013, High Var, 6, 421.4415775474948, 3
013, High Var, 8, 513.0289630254093, 3
013, High Var, 10, 621.8961071281763, 3
013, High Var, 12, 743.0261507893031, 3
013, High Var, 14, 877.9759091471358, 5
013, High Var, 16, 997.4246419055637, 5
013, High Var, 18, 1122.1081995501086, 7
013, High Var, 20, 1267.224701200062, 9
013, High Var, 0, 71.618699237981, 0
013, High Var, 2, 198.86270930286952, 1
013, High Var, 4, 319.61756556383517, 3
013, High Var, 6, 414.8235568889246, 5
013, High Var, 8, 534.7903700922212, 5
013, High Var, 10, 664.8580056584943, 7
013, High Var, 12, 776.3443620066669, 8
013, High Var, 14, 910.9501336707854, 10
013, High Var, 16, 1044.660441851583, 12
013, High Var, 18, 1168.819679255153, 12
013, High Var, 20, 1281.5957654131537, 13
013, IOWA, 0, 55.9936678756514, 0
013, IOWA, 2, 148.09764324545, 0
013, IOWA, 4, 239.66538842393228, 1
013, IOWA, 6, 365.9298045524666, 2
013, IOWA, 8, 504.3275917943272, 4
013, IOWA, 10, 648.2249709461165, 5
013, IOWA, 12, 787.2253222639084, 7
013, IOWA, 14, 935.9997234006923, 9
013, IOWA, 16, 1075.4263323926327, 11
013, IOWA, 18, 1195.6700408033548, 13
013, IOWA, 20, 1304.7648732335113, 14
013, Low Var, 0, 48.642929196579495, 0
013, Low Var, 2, 163.58770068425804, 0
013, Low Var, 4, 292.38257995988295, 2
013, Low Var, 6, 425.35508217828686, 4
013, Low Var, 8, 559.6301621293397, 6
013, Low Var, 10, 695.3523881089853, 8
013, Low Var, 12, 823.502698965709, 10
013, Low Var, 14, 963.8950721044979, 12
013, Low Var, 16, 1083.8115695926508, 12
013, Low Var, 18, 1188.6667507980103, 12
013, Low Var, 20, 1322.1418065711407, 13
013, Equal Means, 0, 55.68968481257368, 0
013, Equal Means, 2, 172.96220412939203, 2
013, Equal Means, 4, 302.09464475578693, 3
013, Equal Means, 6, 420.35718937403817, 3
013, Equal Means, 8, 529.0316351460699, 4
013, Equal Means, 10, 639.4586886241439, 4
013, Equal Means, 12, 756.9594858955394, 5
013, Equal Means, 14, 873.0042918507708, 7
013, Equal Means, 16, 980.3094740113901, 9
013, Equal Means, 18, 1080.8823975073208, 9
013, Equal Means, 20, 1188.9145644700118, 11
013, Equal Means, 0, 57.313567132214374, 0
013, Equal Means, 2, 199.4242588249246, 2
013, Equal Means, 4, 315.77954380370795, 3
013, Equal Means, 6, 432.2487817163003, 4
013, Equal Means, 8, 540.3547364506843, 5
013, Equal Means, 10, 649.8757223130231, 6
013, Equal Means, 12, 746.5631318329566, 6
013, Equal Means, 14, 883.6691192707472, 7
013, Equal Means, 16, 976.6013353504452, 9
013, Equal Means, 18, 1100.486970060103, 10
013, Equal Means, 20, 1221.3089059907277, 12
013, High Var, 0, 40.49629112921656, 0
013, High Var, 2, 184.64047159936325, 1
013, High Var, 4, 316.83602545164575, 3
013, High Var, 6, 446.05534547681503, 5
013, High Var, 8, 585.945010461945, 7
013, High Var, 10, 732.9379639975109, 9
013, High Var, 12, 860.8184507293174, 11
013, High Var, 14, 1009.4483423208295, 13
013, High Var, 16, 1156.3118121155198, 15
013, High Var, 18, 1298.1809898105687, 17
013, High Var, 20, 1414.3581905917802, 19
013, Low Var, 0, 65.53427028036697, 0
013, Low Var, 2, 199.56451774596147, 2
013, Low Var, 4, 332.16301039895393, 4
013, Low Var, 6, 454.6203617693069, 6
013, Low Var, 8, 577.9282219555797, 6
014, IOWA, 0, 38.25556350446524, 0
014, IOWA, 2, 120.70388116592423, 0
014, IOWA, 4, 204.17016353069943, 0
014, IOWA, 6, 310.3220614982414, 0
014, IOWA, 8, 405.2973891999807, 0
014, IOWA, 10, 495.6676405114807, 0
014, IOWA, 12, 583.6089753588415, 0
014, IOWA, 14, 650.2146632509762, 0
014, IOWA, 16, 752.6100071811362, 0
014, IOWA, 18, 848.8181372212225, 0
014, IOWA, 20, 932.2943272915319, 0
014, IOWA, 0, 59.834627555279155, 0
014, IOWA, 2, 140.8384783139248, 0
014, IOWA, 4, 235.29901818128985, 0
014, IOWA, 6, 326.15361031710825, 0
014, IOWA, 8, 410.18328825260045, 0
014, IOWA, 10, 514.6918626814125, 0
014, IOWA, 12, 584.0839852872529, 0
014, IOWA, 14, 657.9576572577766, 0
014, IOWA, 16, 770.6145536252699, 1
014, IOWA, 18, 841.6880343778678, 1
014, IOWA, 20, 904.2382900292727, 1
014, Low Var, 0, 58.30937921618125, 0
014, Low Var, 2, 147.09513171089682, 0
014, Low Var, 4, 243.14559174092514, 0
014, Low Var, 6, 344.0319984915771, 0
014, Low Var, 8, 436.6967229306306, 0
014, Low Var, 10, 537.1297008920003, 0
014, Low Var, 12, 623.5239573932229, 0
014, Low Var, 14, 715.2535809365478, 2
014, Low Var, 16, 794.3483203843356, 2
014, Low Var, 18, 861.6103256047274, 4
014, Low Var, 20, 955.0634018953436, 5
014, IOWA, 0, 66.39533851765646, 0
014, IOWA, 2, 174.10322752514074, 2
014, IOWA, 4, 285.8443256061589, 3
014, IOWA, 6, 398.0621538356693, 5
014, IOWA, 8, 487.9617303688749, 5
014, IOWA, 10, 604.171395833165, 5
014, IOWA, 12, 685.8014105823631, 5
014, IOWA, 14, 808.6624905471956, 5
014, IOWA, 16, 907.786602166664, 5
014, IOWA, 18, 985.8783963036583, 5
014, IOWA, 20, 1080.65434287572, 6
014, High Var, 0, 41.431795159586706, 0
014, High Var, 2, 156.74934053568876, 0
014, High Var, 4, 248.63485558171294, 0
014, High Var, 6, 356.29656531224157, 0
014, High Var, 8, 427.8784233267027, 0
014, High Var, 10, 538.4224134895031, 0
014, High Var, 12, 628.3430276568879, 0
014, High Var, 14, 708.5536773273878, 0
014, High Var, 16, 792.9875889762676, 0
014, High Var, 18, 885.8477914610372, 0
014, High Var, 20, 1001.8396487260204, 0
014, Low Var, 0, 38.33240513086048, 0
014, Low Var, 2, 142.14185939051862, 0
014, Low Var, 4, 234.0501342510684, 0
014, Low Var, 6, 336.8594040016121, 0
014, Low Var, 8, 435.0594051042284, 0
014, Low Var, 10, 547.7275192937109, 0
014, Low Var, 12, 654.9184924890702, 0
014, Low Var, 14, 752.5288807557502, 0
014, Low Var, 16, 850.2460954264026, 0
014, Low Var, 18, 943.6536848859301, 0
014, Low Var, 20, 1026.8699893262585, 0
014, IOWA, 0, 43.79335683106402, 0
014, IOWA, 2, 153.65160179629962, 0
014, IOWA, 4, 257.6477282718132, 0
014, IOWA, 6, 345.87605370440974, 0
014, IOWA, 8, 467.6347676277193, 0
014, IOWA, 10, 571.3090483636961, 0
014, IOWA, 12, 688.9115648830273, 2
014, IOWA, 14, 778.5953752971067, 3
014, IOWA, 16, 921.6368774810986, 4
014, IOWA, 18, 1029.1093934401467, 4
014, IOWA, 20, 1146.7038471220985, 5
014, Low Var, 0, 45.54263086920978, 0
014, Low Var, 2, 145.28672121424916, 1
014, Low Var, 4, 252.26696331011928, 1
014, Low Var, 6, 360.51025640113863, 3
014, Low Var, 8, 468.96141141904207, 5
014, Low Var, 10, 569.9772526978276, 5
014, Low Var, 12, 652.3604296170728, 5
014, Low Var, 14, 759.9281816616912, 5
014, Low Var, 16, 846.0328424408461, 5
014, Low Var, 18, 943.0472315926222, 5
014, Low Var, 20, 1045.0483031546546, 6
014, High Var, 0, 38.135046492527835, 0
014, High Var, 2, 133.74746536471758, 0
014, High Var, 4, 246.44340034324213, 1
014, High Var, 6, 330.7325502155171, 1
014, High Var, 8, 454.37561645635157, 2
014, High Var, 10, 576.1669934867474, 2
014, High Var, 12, 668.6482405948234, 2
014, High Var, 14, 748.9633844575877, 2
014, High Var, 16, 832.8679475696724, 2
014, High Var, 18, 939.9611716069796, 3
014, High Var, 20, 1036.529938583467, 4
014, Equal Means, 0, 45.99625896327395, 0
014, Equal Means, 2, 131.24436958981545, 1
014, Equal Means, 4, 221.51279520808552, 1
014, Equal Means, 6, 301.7300987151254, 1
014, Equal Means, 8, 394.46111327393686, 1
014, Equal Means, 10, 486.80123124236707, 2
014, Equal Means, 12, 578.397510181506, 2
014, Equal Means, 14, 666.6664713300154, 2
014, Equal Means, 16, 760.2241540137909, 3
014, Equal Means, 18, 847.8407522008247, 3
014, Equal Means, 20, 939.1571172209206, 4
014, Equal Means, 0, 49.44451235742422, 0
014, Equal Means, 2, 134.8670541544714, 2
014, Equal Means, 4, 214.59230813497862, 2
014, Equal Means, 6, 284.6860316159857, 2
014, Equal Means, 8, 372.82825136812585, 4
014, Equal Means, 10, 457.61386634001553, 6
014, Equal Means, 12, 554.2024010729674, 7
014, Equal Means, 14, 642.1904176751541, 9
014, Equal Means, 16, 730.318201588264, 10
014, Equal Means, 18, 833.5256623873313, 12
014, Equal Means, 20, 926.8759603891333, 14
014, High Var, 0, 41.76093362274026, 0
014, High Var, 2, 133.39186680017812, 1
014, High Var, 4, 210.93908460229065, 2
014, High Var, 6, 305.3901172986633, 3
014, High Var, 8, 399.4184749545811, 4
015, IOWA, 0, 55.45903300323192, 0
015, IOWA, 2, 155.53225710698814, 1
015, IOWA, 4, 231.1866203995144, 1
015, IOWA, 6, 348.52332040032184, 1
015, IOWA, 8, 452.38917624960015, 1
015, IOWA, 10, 558.3109832339844, 2
015, IOWA, 12, 662.3880610715895, 2
015, IOWA, 14, 741.3949928936561, 2
015, IOWA, 16, 868.6153839335284, 2
015, IOWA, 18, 991.1789891366057, 3
015, IOWA, 20, 1108.0230216602856, 3
015, IOWA, 0, 47.645562436934355, 0
015, IOWA, 2, 139.61978780241472, 0
015, IOWA, 4, 231.5948243616694, 0
015, IOWA, 6, 332.9357849694241, 1
015, IOWA, 8, 433.2817190664941, 1
015, IOWA, 10, 545.1393452438613, 2
015, IOWA, 12, 645.834880904036, 2
015, IOWA, 14, 741.1612264378676, 2
015, IOWA, 16, 842.3141432141399, 2
015, IOWA, 18, 939.5812869411393, 2
015, IOWA, 20, 1061.2534458513674, 2
015, IOWA, 0, 41.01877740761975, 0
015, IOWA, 2, 139.2831547164873, 0
015, IOWA, 4, 249.03923425836842, 0
015, IOWA, 6, 316.1842214067225, 0
015, IOWA, 8, 425.1827087700922, 1
015, IOWA, 10, 542.1894585274887, 2
015, IOWA, 12, 651.7966468049073, 3
015, IOWA, 14, 758.4373999677231, 5
015, IOWA, 16, 872.3778948111429, 6
015, IOWA, 18, 986.1964049659551, 6
015, IOWA, 20, 1091.5173356048713, 6
015, Low Var, 0, 30.349515428109054, 0
015, Low Var, 2, 139.90451732887763, 1
015, Low Var, 4, 250.3356900797461, 3
015, Low Var, 6, 343.75387305041295, 3
015, Low Var, 8, 439.8029525762919, 3
015, Low Var, 10, 550.6345892554518, 5
015, Low Var, 12, 648.8835724178416, 5
015, Low Var, 14, 738.7117489439167, 5
015, Low Var, 16, 852.7574727846221, 6
015, Low Var, 18, 937.7245663664706, 6
015, Low Var, 20, 1042.4711454045225, 6
015, Low Var, 0, 35.281397029466724, 0
015, Low Var, 2, 131.46916568794967, 0
015, Low Var, 4, 253.89467566391608, 1
015, Low Var, 6, 360.5707787369302, 2
015, Low Var, 8, 466.9382853945765, 2
015, Low Var, 10, 559.9567583623858, 2
015, Low Var, 12, 670.0782435701304, 4
015, Low Var, 14, 759.3980040775768, 4
015, Low Var, 16, 838.2623695871179, 4
015, Low Var, 18, 934.8206460867939, 4
015, Low Var, 20, 1039.2758077214728, 4
015, High Var, 0, 33.78537418652316, 0
015, High Var, 2, 106.717608933732, 0
015, High Var, 4, 211.43856547044217, 0
015, High Var, 6, 340.41838784331014, 2
015, High Var, 8, 468.9201195527144, 4
015, High Var, 10, 591.0291109072489, 6
015, High Var, 12, 693.0965536782164, 8
015, High Var, 14, 791.8325327634657, 8
015, High Var, 16, 883.3433082468943, 10
015, High Var, 18, 974.4687257172967, 11
015, High Var, 20, 1051.552540362827, 12
015, High Var, 0, 37.115264760120354, 0
015, High Var, 2, 94.9894174271094, 0
015, High Var, 4, 192.49698898133397, 0
015, High Var, 6, 307.3578266558009, 1
015, High Var, 8, 422.15574585419563, 3
015, High Var, 10, 529.8480695222488, 5
015, High Var, 12, 637.5691488100297, 7
015, High Var, 14, 734.3352505795133, 9
015, High Var, 16, 847.2372918072583, 11
015, High Var, 18, 957.0363513711467, 13
015, High Var, 20, 1076.2857958058557, 15
015, Equal Means, 0, 49.87479661669827, 0
015, Equal Means, 2, 138.51700635287474, 0
015, Equal Means, 4, 206.60188424049437, 0
015, Equal Means, 6, 301.0273765192244, 1
015, Equal Means, 8, 397.4967295917214, 3
015, Equal Means, 10, 487.1781091471256, 3
015, Equal Means, 12, 583.8307621764409, 3
015, Equal Means, 14, 673.7254017122965, 4
015, Equal Means, 16, 767.7546699318615, 4
015, Equal Means, 18, 860.6818004517434, 4
015, Equal Means, 20, 954.4818996221143, 4
015, Equal Means, 0, 38.36303769779016, 0
015, Equal Means, 2, 134.80359332228744, 0
015, Equal Means, 4, 232.49221877153536, 2
015, Equal Means, 6, 315.3090850216898, 2
015, Equal Means, 8, 406.07962264077713, 3
015, Equal Means, 10, 499.646587125348, 3
015, Equal Means, 12, 591.7119604672648, 3
015, Equal Means, 14, 677.244820556975, 3
015, Equal Means, 16, 769.6171711973625, 3
015, Equal Means, 18, 860.4205676536213, 3
015, Equal Means, 20, 954.4796466587067, 3
015, Low Var, 0, 49.590535246090205, 0
015, Low Var, 2, 141.65337761258868, 0
015, Low Var, 4, 231.95096551184068, 0
015, Low Var, 6, 326.5417084664846, 0
015, Low Var, 8, 444.38743156575475, 2
015, Low Var, 10, 551.7189230684363, 4
015, Low Var, 12, 664.5635545678296, 6
015, Low Var, 14, 776.8380272400703, 8
015, Low Var, 16, 890.6769116935717, 10
015, Low Var, 18, 1004.7724274708382, 12
015, Low Var, 20, 1112.0177051016685, 14
015, Equal Means, 0, 48.36017109867915, 0
015, Equal Means, 2, 136.9114615205295, 0
015, Equal Means, 4, 221.38728353554478, 0
015, Equal Means, 6, 316.8341163237684, 1
015, Equal Means, 8, 408.73069215529637, 1
015, Equal Means, 10, 501.9895037848271, 1
015, Equal Means, 12, 594.2815468344248, 1
015, Equal Means, 14, 682.4293133536106, 1
015, Equal Means, 16, 774.1242718647476, 2
015, Equal Means, 18, 856.5633922514714, 2
015, Equal Means, 20, 947.6859461861782, 2
015, IOWA, 0, 39.288545121122596, 0
015, IOWA, 2, 133.06251567050575, 0
015, IOWA, 4, 259.34488137002376, 2
015, IOWA, 6, 375.1861659295828, 4
015, IOWA, 8, 486.9097703689042, 6
